"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"5955","Major League Soccer","Chicago Fire","2022","Dribbler",0.77,0.87500424808836,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,-0.0667996778729569
"5956","Major League Soccer","Chicago Fire","2022","Finisher",0.0999999999999998,1.05758801729463,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,0.0607277262789591
"5957","Major League Soccer","Chicago Fire","2022","Wide Def",0.01,1.1305871559633,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,0.178094403817004
"5958","Major League Soccer","Chicago Fire","2023","Central Def",-2.09,0.488989237929029,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,-0.406708979277915
"5959","Major League Soccer","Chicago Fire","2023","Creator",4.33,1.57245853658537,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,0.0164602462417002
"5960","Major League Soccer","Chicago Fire","2023","Deep Midfielder",-1.17,0.167540145985401,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,-0.537345814708345
"5961","Major League Soccer","Chicago Fire","2023","Dribbler",1.15,0.944598930481283,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-0.316130053545402
"5962","Major League Soccer","Chicago Fire","2023","Finisher",1.1,0.436746370623399,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,-0.371576135778144
"5963","Major League Soccer","Chicago Fire","2023","Wide Def",-0.23,0.128617656820445,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-0.874335547796244
"5964","Major League Soccer","Chicago Fire","2024","Central Def",0.22,0.22,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,0.938790475045823
"5965","Major League Soccer","Chicago Fire","2024","Creator",-0.62,-0.62,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,-1.69039846118572
"5966","Major League Soccer","Chicago Fire","2024","Deep Midfielder",0.01,0.00711026615969582,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,-0.299855709631852
"5967","Major League Soccer","Chicago Fire","2024","Dribbler",0.22,0.117125506072874,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,0.119550028926485
"5968","Major League Soccer","Chicago Fire","2024","Finisher",0.15,0.15,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,0.00387844429916733
"5969","Major League Soccer","Chicago Fire","2024","Midfielder",0.7,0.7,0.099031870632127,0.12,0.418126308052568,0.605065573162188,1.43728848865525
"5970","Major League Soccer","Chicago Fire","2024","Wide Def",0.07,0.07,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,0.254567098563152
"5971","Major League Soccer","Colorado Rapids","2019","Central Def",-2.25,0.804155543448652,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,-0.462209125386031
"5972","Major League Soccer","Colorado Rapids","2019","Creator",0.57,0.336225998675789,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,-0.587758641148264
"5973","Major League Soccer","Colorado Rapids","2019","Deep Midfielder",1.5,1.5,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,0.0440785004471739
"5974","Major League Soccer","Colorado Rapids","2019","Dribbler",1.92,1.03077419354839,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,-0.224230994602158
"5975","Major League Soccer","Colorado Rapids","2019","Finisher",4.32,4.32,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,1.1202872773779
"5976","Major League Soccer","Colorado Rapids","2019","Midfielder",-0.46,-0.00781076066790352,1.10750266902581,0.728947368421053,1.87200581491101,3.65669841179906,-0.595785237850201
"5977","Major League Soccer","Colorado Rapids","2019","Wide Def",1.84,1.97430862379316,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,1.10481299053892
"5978","Major League Soccer","Colorado Rapids","2020","Central Def",-1.42,-0.0355195599022005,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,-1.05611689263449
"5979","Major League Soccer","Colorado Rapids","2020","Creator",-1.25,0.0950576863111942,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,-0.454240927792025
"5980","Major League Soccer","Colorado Rapids","2020","Deep Midfielder",1.11,1.11,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,0.66094853314676
"5981","Major League Soccer","Colorado Rapids","2020","Dribbler",0.3,0.3,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,-0.419644416927454
"5982","Major League Soccer","Colorado Rapids","2020","Finisher",0.84,0.39779295154185,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,-0.462804338835583
"5983","Major League Soccer","Colorado Rapids","2020","Midfielder",-2.05,-0.332512420156139,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-0.474468755315983
"5984","Major League Soccer","Colorado Rapids","2020","Wide Def",0.55,0.275439892545332,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,-0.173537316298066
"5985","Major League Soccer","Colorado Rapids","2021","Central Def",4.25,1.72633226713192,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,0.871190417845066
"5986","Major League Soccer","Colorado Rapids","2021","Creator",-8.85,0.14189522020455,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,-0.585021599456624
"5987","Major League Soccer","Colorado Rapids","2021","Deep Midfielder",0.57,1.32003231492362,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,0.529548814750903
"5988","Major League Soccer","Colorado Rapids","2021","Dribbler",4.2,2.27533219761499,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,1.39296714111877
"5989","Major League Soccer","Colorado Rapids","2021","Finisher",0.54,1.0443795620438,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,-0.280183613178918
"5990","Major League Soccer","Colorado Rapids","2021","Midfielder",0.54,0.54,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,-0.067757456777953
"5991","Major League Soccer","Colorado Rapids","2021","Wide Def",-3.55,-0.70622526193248,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,-1.77876942867832
"5992","Major League Soccer","Colorado Rapids","2022","Central Def",2.93,1.05650173480163,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,0.518659144205084
"5993","Major League Soccer","Colorado Rapids","2022","Creator",2.86,2.86,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,1.14010922701941
"5994","Major League Soccer","Colorado Rapids","2022","Deep Midfielder",-2.33,-0.284670231729055,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,-0.948720336649847
"5995","Major League Soccer","Colorado Rapids","2022","Dribbler",0.0299999999999998,0.822133723054439,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,-0.0985031947343413
"5996","Major League Soccer","Colorado Rapids","2022","Finisher",3.81,1.91425357393954,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,0.697096047222355
"5997","Major League Soccer","Colorado Rapids","2022","Midfielder",0.5,0.206959706959707,0.44013078950134,0.1016,1.30523715862943,2.09369426293971,-0.178642694164848
"5998","Major League Soccer","Colorado Rapids","2022","Wide Def",3.76,1.73813416870416,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,0.979924485495172
"5999","Major League Soccer","Colorado Rapids","2023","Central Def",1.54,0.67009987357775,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,-0.219206711496663
"6000","Major League Soccer","Colorado Rapids","2023","Creator",-1.42,0.297299224806202,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,-0.583020932288231
"6001","Major League Soccer","Colorado Rapids","2023","Deep Midfielder",3.7,3.7,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,2.51626319115206
"6002","Major League Soccer","Colorado Rapids","2023","Dribbler",-1.25,-0.638291139240506,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-1.11835747374651
"6003","Major League Soccer","Colorado Rapids","2023","Finisher",-0.56,-0.124310080490609,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,-0.736603317286448
"6004","Major League Soccer","Colorado Rapids","2023","Midfielder",-2.86,-0.589915693904021,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,-0.84159607034892
"6005","Major League Soccer","Colorado Rapids","2023","Wide Def",-5.81,0.0496413704771054,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-0.976141604181751
"6006","Major League Soccer","Colorado Rapids","2024","Central Def",0.68,0.327272727272727,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,1.60650075882288
"6007","Major League Soccer","Colorado Rapids","2024","Creator",1.18,0.592,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,1.23517438940504
"6008","Major League Soccer","Colorado Rapids","2024","Deep Midfielder",-0.05,-0.05,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,-0.539688860092978
"6009","Major League Soccer","Colorado Rapids","2024","Dribbler",-1.13,-0.567477797513322,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,-1.13974397629131
"6010","Major League Soccer","Colorado Rapids","2024","Finisher",-0.39,-0.39,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,-0.945386452558352
"6011","Major League Soccer","Colorado Rapids","2024","Wide Def",0.56,0.277401347449471,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,1.13789541795804
"6012","Major League Soccer","Columbus Crew","2019","Central Def",-1.33,-0.08476875,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,-1.26942090542403
"6013","Major League Soccer","Columbus Crew","2019","Creator",-3.31,0.796182599355532,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,-0.287535667106207
"6014","Major League Soccer","Columbus Crew","2019","Deep Midfielder",-2.02,0.164477540618031,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,-0.654690089533281
"6015","Major League Soccer","Columbus Crew","2019","Dribbler",-9.38,-1.25277855805243,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,-1.18828618807441
"6016","Major League Soccer","Columbus Crew","2019","Finisher",1.15,2.33395357142857,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,0.237434197850703
"6017","Major League Soccer","Columbus Crew","2019","Wide Def",0.0799999999999999,0.185411475697491,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,-0.967985703328114
"6018","Major League Soccer","Columbus Crew","2020","Central Def",0.97,0.865875061973228,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,0.355745098003838
"6019","Major League Soccer","Columbus Crew","2020","Creator",2.45,1.54585569884977,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,0.741030829749801
"6020","Major League Soccer","Columbus Crew","2020","Deep Midfielder",1.21,0.589820533122196,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,0.0411232693508787
"6021","Major League Soccer","Columbus Crew","2020","Dribbler",-1.48,0.0644565896314803,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,-0.590797205709232
"6022","Major League Soccer","Columbus Crew","2020","Finisher",2.8,2.8,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,1.51742772089737
"6023","Major League Soccer","Columbus Crew","2020","Midfielder",-1.5,-1.5,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-1.3744982278096
"6024","Major League Soccer","Columbus Crew","2020","Wide Def",-0.65,0.628902592499371,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,0.501495713534958
"6025","Major League Soccer","Columbus Crew","2021","Central Def",-1.29,0.224514239218877,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,-0.613436511495099
"6026","Major League Soccer","Columbus Crew","2021","Creator",0.71,1.55476,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,0.281395782657098
"6027","Major League Soccer","Columbus Crew","2021","Deep Midfielder",-3.65,-0.860844382414515,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,-1.12472775671025
"6028","Major League Soccer","Columbus Crew","2021","Dribbler",-0.55,-0.0253726825576996,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,-0.56429849524187
"6029","Major League Soccer","Columbus Crew","2021","Finisher",-4.91,-0.513447799032035,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,-1.09793354779199
"6030","Major League Soccer","Columbus Crew","2021","Midfielder",1.55,1.55,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,0.663023441496671
"6031","Major League Soccer","Columbus Crew","2021","Wide Def",-2.7,-0.306332968636032,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,-1.31596951223911
"6032","Major League Soccer","Columbus Crew","2022","Central Def",0.93,0.557836407377707,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,-0.103825456258192
"6033","Major League Soccer","Columbus Crew","2022","Creator",-5.79,0.161074357572444,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,-0.380660643800818
"6034","Major League Soccer","Columbus Crew","2022","Deep Midfielder",0.28,0.843089406904692,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,0.129308383729858
"6035","Major League Soccer","Columbus Crew","2022","Dribbler",2.83,1.59404583516968,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,0.364369618543965
"6036","Major League Soccer","Columbus Crew","2022","Finisher",-2.86,-0.241144555927165,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,-0.904027142835292
"6037","Major League Soccer","Columbus Crew","2022","Wide Def",3.89,2.22224326672459,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,1.61884333369374
"6038","Major League Soccer","Columbus Crew","2023","Central Def",0.77,0.922738289205703,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,0.0423476455361406
"6039","Major League Soccer","Columbus Crew","2023","Creator",1.28,1.64848484848485,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,0.0522019317203529
"6040","Major League Soccer","Columbus Crew","2023","Deep Midfielder",3.72,3.72,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,2.53355204442743
"6041","Major League Soccer","Columbus Crew","2023","Dribbler",4.16,2.16648715041572,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,0.303137356872057
"6042","Major League Soccer","Columbus Crew","2023","Finisher",10.41,5.41666666666667,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,2.86839422048694
"6043","Major League Soccer","Columbus Crew","2023","Midfielder",1.52,1.52,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,0.195564133817238
"6044","Major League Soccer","Columbus Crew","2023","Wide Def",-0.71,0.421343170639425,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-0.496991517769627
"6045","Major League Soccer","Columbus Crew","2024","Central Def",-0.14,-0.020191717791411,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,-0.556263152514709
"6046","Major League Soccer","Columbus Crew","2024","Creator",0.84,0.84,0.0802946224850934,0.106296296296296,0.414277839553803,0.5386746424052,1.83380645784275
"6047","Major League Soccer","Columbus Crew","2024","Deep Midfielder",0.26,0.0739733135656041,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,-0.0190659955032279
"6048","Major League Soccer","Columbus Crew","2024","Dribbler",0.06,0.0905132192846034,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,0.0705980401732097
"6049","Major League Soccer","Columbus Crew","2024","Finisher",-0.38,-0.38,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,-0.927807472986916
"6050","Major League Soccer","Columbus Crew","2024","Wide Def",-0.23,-0.23,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,-1.02314155221129
"6051","Major League Soccer","D.C. United","2019","Central Def",4.38,2.95525525107804,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,1.49115522389759
"6052","Major League Soccer","D.C. United","2019","Creator",2.57,2.09730205672806,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,0.561731312645978
"6053","Major League Soccer","D.C. United","2019","Deep Midfielder",-0.73,0.182548698641349,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,-0.645234945201893
"6054","Major League Soccer","D.C. United","2019","Dribbler",2.89,1.5660555028463,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,0.00175052732043575
"6055","Major League Soccer","D.C. United","2019","Finisher",-5.39,-2.67858394160584,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,-1.99077865556742
"6056","Major League Soccer","D.C. United","2019","Wide Def",-2.76,0.419173166926677,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,-0.697125565409165
"6057","Major League Soccer","D.C. United","2020","Central Def",2.48,0.941845449923742,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,0.47473815671348
"6058","Major League Soccer","D.C. United","2020","Creator",-0.39,-0.0245662535748332,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,-0.552795733930379
"6059","Major League Soccer","D.C. United","2020","Deep Midfielder",-0.92,0.0873795659078878,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,-0.557565500343723
"6060","Major League Soccer","D.C. United","2020","Dribbler",-1.64,-0.850309769658459,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,-1.25549342128696
"6061","Major League Soccer","D.C. United","2020","Finisher",-3.45,-0.737657969192078,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,-1.39880039168781
"6062","Major League Soccer","D.C. United","2020","Midfielder",-1.21,-1.21,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-1.1509339248317
"6063","Major League Soccer","D.C. United","2020","Wide Def",-2.5,-0.629063324538259,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,-1.90093188212085
"6064","Major League Soccer","D.C. United","2021","Central Def",-0.46,0.115560793772613,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,-0.721142782259938
"6065","Major League Soccer","D.C. United","2021","Creator",-2.64,-0.501518467852257,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,-0.97958505039283
"6066","Major League Soccer","D.C. United","2021","Deep Midfielder",-0.13,-0.13,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,-0.570354948431821
"6067","Major League Soccer","D.C. United","2021","Dribbler",-1.82,-0.343805609284333,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,-0.835197136062332
"6068","Major League Soccer","D.C. United","2021","Finisher",1.71,1.15354733405876,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,-0.222878201387048
"6069","Major League Soccer","D.C. United","2021","Midfielder",-1.02,-0.211838265944143,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,-0.611746608603593
"6070","Major League Soccer","D.C. United","2021","Wide Def",2.46,2.4741461822928,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,1.90191075272737
"6071","Major League Soccer","D.C. United","2022","Central Def",-1.09,0.136249096951308,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,-0.630093464196243
"6072","Major League Soccer","D.C. United","2022","Creator",-4.67,-2.335,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,-1.78712943221429
"6073","Major League Soccer","D.C. United","2022","Deep Midfielder",-2.98,-0.76045045045045,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,-1.40352003225837
"6074","Major League Soccer","D.C. United","2022","Dribbler",-0.0899999999999999,0.468705882352941,0.986403057775048,0.881481481481481,1.66765489346448,3.26530562087545,-0.310434237593734
"6075","Major League Soccer","D.C. United","2022","Finisher",-10.67,-1.43955512152778,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,-1.7942584746737
"6076","Major League Soccer","D.C. United","2022","Midfielder",-1.88,-0.237380140877073,0.44013078950134,0.1016,1.30523715862943,2.09369426293971,-0.519071132704984
"6077","Major League Soccer","D.C. United","2022","Wide Def",-2.79,-0.150049959709911,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,-1.51206840091453
"6078","Major League Soccer","D.C. United","2023","Central Def",-0.67,0.0276817716333845,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,-0.884296591761497
"6079","Major League Soccer","D.C. United","2023","Creator",-1.8,0.127650360866079,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,-0.662776692961923
"6080","Major League Soccer","D.C. United","2023","Deep Midfielder",0.23,0.23,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,-0.483352852125361
"6081","Major League Soccer","D.C. United","2023","Dribbler",0.13,0.215129589632829,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-0.685833748463085
"6082","Major League Soccer","D.C. United","2023","Finisher",3.61,4.30765324384787,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,2.14686246876636
"6083","Major League Soccer","D.C. United","2023","Midfielder",4.15,2.48678402646503,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,0.670801092891046
"6084","Major League Soccer","D.C. United","2023","Wide Def",-4.9,-0.188602150537634,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,-1.28325446624347
"6085","Major League Soccer","D.C. United","2024","Central Def",0.15,0.0707568590350047,0.0691761815825959,0.0444827586206896,0.160657593389028,0.320664335035169,0.00983879702829419
"6086","Major League Soccer","D.C. United","2024","Deep Midfielder",0.05,0.05,0.0785134035227071,0.0942307692307692,0.238124988350819,0.297565765193822,-0.119741332987278
"6087","Major League Soccer","D.C. United","2024","Dribbler",0.29,0.0673717146433041,0.0521332608880481,0.0288888888888889,0.543640564276168,0.604447193935426,0.0280303839643483
"6088","Major League Soccer","D.C. United","2024","Finisher",1.59,1.59,0.147793703392505,0.0920689655172414,0.568861233347652,0.75904253273612,2.53525150258588
"6089","Major League Soccer","D.C. United","2024","Midfielder",0.49,0.49,0.099031870632127,0.12,0.418126308052568,0.605065573162188,0.935047907386683
"6090","Major League Soccer","D.C. United","2024","Wide Def",1.21,0.629763387297634,0.0102288389276724,0.0164285714285714,0.23479531097967,0.453179829286297,2.63861550635313
"6091","Major League Soccer","FC Cincinnati","2019","Central Def",-1.65,0.250083357706932,1.31315321960986,2.20916666666667,1.10122809829015,3.36707319256026,-0.965349379981798
"6092","Major League Soccer","FC Cincinnati","2019","Creator",-4.49,-1.78482403433476,1.2367016117274,0.716363636363636,1.53204997767862,3.71748448673171,-1.97221088742837
"6093","Major League Soccer","FC Cincinnati","2019","Deep Midfielder",-1.14,-0.441127324749642,1.41575490345849,0.858333333333333,1.911251419328,2.56238792614584,-0.97155309313571
"6094","Major League Soccer","FC Cincinnati","2019","Dribbler",-1.8,-0.0710087719298245,1.56190903747129,1.79913043478261,2.36869503640773,5.92318473384921,-0.689374437951088
"6095","Major League Soccer","FC Cincinnati","2019","Finisher",-4.36,-1.26840683353198,1.79982694085189,1.77666666666667,2.24957750573294,4.18412389319714,-1.36391556484034
"6096","Major League Soccer","FC Cincinnati","2019","Midfielder",-4.27,-0.653638443935927,1.10750266902581,0.728947368421053,1.87200581491101,3.65669841179906,-0.940777586764845
"6097","Major League Soccer","FC Cincinnati","2019","Wide Def",0.29,1.19976886341929,1.02081670303797,1.07666666666667,0.863034675479402,2.65604751572654,0.207352225195259
"6098","Major League Soccer","FC Cincinnati","2020","Central Def",-0.58,-0.0563787602552416,0.638751787725843,0.552692307692308,0.638443861972581,1.98262968341001,-1.08878883388958
"6099","Major League Soccer","FC Cincinnati","2020","Creator",-2.71,-0.955314932767162,0.646406641974349,0.829583333333333,1.21378088571445,2.32886514472583,-1.3196134439032
"6100","Major League Soccer","FC Cincinnati","2020","Deep Midfielder",-1.08,0.579821818181818,0.555308418859204,0.2264,0.839235664084044,1.68085513950489,0.0292091963815296
"6101","Major League Soccer","FC Cincinnati","2020","Dribbler",-1.48,-0.51785747994337,0.877521861073674,0.628076923076923,1.3762171919316,1.88909929697889,-1.01392378266874
"6102","Major League Soccer","FC Cincinnati","2020","Finisher",0.21,0.397364816149964,0.959217982180824,1.15653846153846,1.21309370619023,2.6578832815723,-0.463157267376636
"6103","Major League Soccer","FC Cincinnati","2020","Midfielder",-0.01,-0.01,0.282952290483454,0.3512,1.29716594347653,2.25223281804228,-0.22584025733694
"6104","Major League Soccer","FC Cincinnati","2020","Wide Def",-5.84,-0.740644993498049,0.36630799180955,-0.0603846153846154,0.523622821895798,1.84236040072344,-2.11402738578091
"6105","Major League Soccer","FC Cincinnati","2021","Central Def",-2.94,0.0416331938633194,0.845053981383516,0.750740740740741,1.01157940640381,2.940474747025,-0.794224143388184
"6106","Major League Soccer","FC Cincinnati","2021","Creator",3.79,3.79,1.09588856146854,0.146296296296296,1.63069763945479,4.1806386594801,1.65212199573197
"6107","Major League Soccer","FC Cincinnati","2021","Deep Midfielder",-4.56,-0.634033309196235,0.621914061835373,0.317037037037037,1.31832653315755,2.49175226391577,-0.952683071638912
"6108","Major League Soccer","FC Cincinnati","2021","Dribbler",-0.23,1.08816848439263,0.637942647645061,0.355185185185185,1.1754688977479,2.2194669671418,0.383018076964998
"6109","Major League Soccer","FC Cincinnati","2021","Finisher",1.5,1.74790563408322,1.57813405135688,1.46703703703704,1.90501679686827,4.07332392601765,0.0891181552863125
"6110","Major League Soccer","FC Cincinnati","2021","Midfielder",-2.13,-0.374650809716599,0.633646442466282,0.4452,1.38208319673463,2.2396374706635,-0.729548882849546
"6111","Major League Soccer","FC Cincinnati","2021","Wide Def",-0.95,0.142776305828918,0.830758995870904,0.712962962962963,0.864071662703023,2.25976481896613,-0.796210221603393
"6112","Major League Soccer","FC Cincinnati","2022","Central Def",-0.81,0.264940912313874,0.641009798496775,0.220357142857143,0.801088616574287,2.92208383551857,-0.469447297592486
"6113","Major League Soccer","FC Cincinnati","2022","Creator",2.51,2.51,0.836636645022872,-0.0703571428571428,1.77471009533604,4.14655276919574,0.942893917927635
"6114","Major League Soccer","FC Cincinnati","2022","Deep Midfielder",-0.2,0.284285089637079,0.707815853101659,0.105357142857143,1.04613134818572,2.01094870211542,-0.404854289281264
"6115","Major League Soccer","FC Cincinnati","2022","Finisher",7.66,3.36420016963528,0.975837638269754,0.0760714285714284,1.34617882199876,4.21954301482616,1.77417924894953
"6116","Major League Soccer","FC Cincinnati","2022","Midfielder",-1.55,-0.205348173515982,0.44013078950134,0.1016,1.30523715862943,2.09369426293971,-0.494530023720064
"6117","Major League Soccer","FC Cincinnati","2022","Wide Def",2.34,1.04587716584158,0.995644946264175,0.891071428571429,0.757700448789979,2.21832659534116,0.0662956180871054
"6118","Major League Soccer","FC Cincinnati","2023","Central Def",4.78,1.39088468945595,0.881834202593668,0.682758620689655,0.965911707585385,3.26350807803037,0.527015546933184
"6119","Major League Soccer","FC Cincinnati","2023","Creator",5.25,4.04328711256117,1.53744586726228,1.00965517241379,2.12710483239216,3.9191293518902,1.17805253748627
"6120","Major League Soccer","FC Cincinnati","2023","Deep Midfielder",1.86,0.972188210961737,0.789149695386492,0.229655172413793,1.15681472226313,1.82998142605449,0.158226301976136
"6121","Major League Soccer","FC Cincinnati","2023","Dribbler",-0.95,-0.95,1.56836110800969,1.93275862068966,1.97311888108361,3.4157167168334,-1.27633521332817
"6122","Major League Soccer","FC Cincinnati","2023","Finisher",2.85,1.486084301753,1.00786873799592,0.751724137931034,1.53702649976833,3.33416306586131,0.311130331083531
"6123","Major League Soccer","FC Cincinnati","2023","Midfielder",-1.57,-0.714182895850974,1.12215998121768,1.25111111111111,2.03431994925058,3.37723639104899,-0.902681447795438
"6124","Major League Soccer","FC Cincinnati","2023","Wide Def",5.72,2.51060851318945,0.806885502904564,0.637931034482759,0.775752338783078,2.91103121064677,2.19622026916157
