"","League","Team","Season","Gen..Role","DAVIES_TOTAL","DAVIES_weighted","League_DAVIES","Raw_League_DAVIES","SD_League","Raw_SD_League","Z"
"27","Bundesliga","Augsburg","2018-2019","Midfielder",-0.8,-0.8,0.491207478834362,-0.0429411764705882,1.53471580557313,2.2060903333326,-0.841333277565462
"28","Bundesliga","Augsburg","2018-2019","Wide Def",-1.88,0.249200854049108,0.958129725310755,0.457777777777778,1.34889108682317,3.65728049971489,-0.525564204691482
"29","Bundesliga","Augsburg","2019-2020","Central Def",-2.78,-0.357664760758351,1.14517681794562,2.00944444444444,0.729307462635129,2.46662062755127,-2.06064198667859
"30","Bundesliga","Augsburg","2019-2020","Creator",-5.24,-2.84669404517454,0.37633989337678,0.432777777777778,1.89662550848917,3.18480732736194,-1.69935178248169
"31","Bundesliga","Augsburg","2019-2020","Deep Midfielder",-2.44,-0.255144419757306,1.04034364135048,1.06944444444444,1.59590353235125,2.88861145600976,-0.811758376898347
"32","Bundesliga","Augsburg","2019-2020","Dribbler",4,2.0524948024948,0.931621293633289,0.934117647058823,2.18615391523404,6.25466931462361,0.512714818957072
"33","Bundesliga","Augsburg","2019-2020","Finisher",-1.83,2.03424995530127,2.31612241724339,3.24388888888889,2.96156545182756,5.68330179394388,-0.0951768470179111
"34","Bundesliga","Augsburg","2019-2020","Midfielder",-1.97,-1.97,0.635676631588786,0.512352941176471,1.28783349559525,2.17513082770832,-2.02330242263532
"35","Bundesliga","Augsburg","2019-2020","Wide Def",-2.38,-0.0159376059681248,1.01914462276064,0.839444444444444,1.27682290249354,3.14818990424698,-0.810670161623295
"36","Bundesliga","Augsburg","2020-2021","Central Def",1.58,1.61892656162071,1.21123927983635,1.82388888888889,1.16934174627755,3.35222163188549,0.348646820386066
"37","Bundesliga","Augsburg","2020-2021","Creator",-1.79,0.719134615384616,0.704387780377947,0.471764705882353,1.33291392716849,2.76101257533834,0.0110636063635368
"38","Bundesliga","Augsburg","2020-2021","Deep Midfielder",-1.85,-0.910343413634034,1.02595729385508,0.541764705882353,1.79045405712795,2.53769638475064,-1.08145791274595
"39","Bundesliga","Augsburg","2020-2021","Dribbler",-2.27,-0.0607107195301027,1.19411535105372,0.824705882352941,1.96946230605503,3.99271072964073,-0.637141450600963
"40","Bundesliga","Augsburg","2020-2021","Finisher",-0.67,0.276943029180176,1.45606485554418,1.80555555555556,2.2904615438466,5.40110688244137,-0.514796604872826
"41","Bundesliga","Augsburg","2020-2021","Midfielder",-1.77,-0.238603880738287,1.314440312965,0.904117647058823,1.43672372777406,2.22108942532581,-1.08096230589123
"42","Bundesliga","Augsburg","2020-2021","Wide Def",0.72,0.222966070096943,1.13808191162871,2.11833333333333,1.05883758009188,3.0626444743833,-0.864264603691491
"43","Bundesliga","Augsburg","2021-2022","Central Def",-0.18,1.05910244360902,0.878442731012064,0.723333333333333,1.1975362929394,4.50230529186732,0.150859488486585
"44","Bundesliga","Augsburg","2021-2022","Deep Midfielder",-2.83,-0.0765053912081836,0.727733209090988,0.285625,1.50585439398893,1.97822805813688,-0.534074611403021
"45","Bundesliga","Augsburg","2021-2022","Dribbler",-2.19,0.990890868596882,1.738143558919,1.96294117647059,2.58491784992617,5.12984620225826,-0.289081794357008
"46","Bundesliga","Augsburg","2021-2022","Finisher",-3.87,-0.0921546534959099,2.16178638623501,2.42611111111111,2.57818599228985,5.8773514832377,-0.874235236120049
"47","Bundesliga","Augsburg","2021-2022","Midfielder",-2.07,-0.286299785867238,0.36945067284139,-0.298333333333333,1.01306521954701,1.95276651415973,-0.647293427960978
"48","Bundesliga","Augsburg","2021-2022","Wide Def",0.23,0.315912072735643,0.686622487183433,-0.103888888888889,1.0565629796457,3.32272768686297,-0.350864474327979
"49","Bundesliga","Augsburg","2022-2023","Central Def",-0.82,0.12374294205052,0.691330677166991,-0.375555555555556,1.13008180575089,5.02707050960067,-0.50225367068832
"50","Bundesliga","Augsburg","2022-2023","Creator",0.35,0.35,0.907041829359949,0.588333333333333,1.55138266080302,3.55051487566986,-0.359061528424983
"51","Bundesliga","Augsburg","2022-2023","Deep Midfielder",-3.88,-0.564183989385228,1.13023288865554,0.796470588235294,2.03852781784965,2.57358684809856,-0.831196348268687
"52","Bundesliga","Augsburg","2022-2023","Dribbler",-3.64,-1.29848066298343,0.938065022780884,1.244,2.0804369265531,5.39339119399183,-1.07503652584645
"53","Bundesliga","Augsburg","2022-2023","Finisher",0.18,0.66921875,1.57644829272466,1.92666666666667,1.9374480327252,4.01095118541284,-0.468260065509246
"54","Bundesliga","Augsburg","2022-2023","Midfielder",-2.06,-0.4399016930639,0.923334257592165,0.202222222222222,2.10349807493466,2.96433417889802,-0.648080436535893
"55","Bundesliga","Augsburg","2022-2023","Wide Def",-3.67,-0.658951767368971,0.633849738069291,0.46,0.904933752168791,2.79394513399328,-1.42861452823469
"56","Bundesliga","Augsburg","2023-2024","Central Def",1.43,1.5638817677444,0.86617339980559,0.970555555555556,0.828386293558385,3.53278172719829,0.842250014714469
"57","Bundesliga","Augsburg","2023-2024","Creator",-0.46,0.162642777155655,1.00947149568843,0.806470588235294,1.06212661346923,2.2585059806664,-0.797295452155904
"58","Bundesliga","Augsburg","2023-2024","Deep Midfielder",-2.67,-0.890969615728329,0.62522028472439,0.865294117647059,1.49186998683483,2.79401171625823,-1.01630163072687
"59","Bundesliga","Augsburg","2023-2024","Finisher",2.78,1.77926605504587,1.48599946498336,1.72444444444444,1.93283142092693,4.43991947757167,0.151729005896372
"60","Bundesliga","Augsburg","2023-2024","Midfielder",0,0,0.56092326525326,0.490666666666667,0.737237295806578,1.45080995440806,-0.76084493885999
"61","Bundesliga","Augsburg","2023-2024","Wide Def",-0.11,0.283132207578254,0.638232802194785,0.345555555555556,1.25279237853533,2.79155917264512,-0.283447282008283
"62","Bundesliga","Bayern Munich","2017-2018","Central Def",10.03,3.46937878525697,1.1213078213025,1.00722222222222,1.14541665407507,4.73731843427402,2.04997103508203
"63","Bundesliga","Bayern Munich","2017-2018","Deep Midfielder",0.6,0.6,0.180949982713052,-0.375,0.935647771841305,1.90594503346456,0.447871549421082
"64","Bundesliga","Bayern Munich","2017-2018","Dribbler",4.34,1.50483044266114,0.954828361523415,0.941666666666667,1.56413658468512,4.36088394978924,0.351633026503534
"65","Bundesliga","Bayern Munich","2017-2018","Finisher",12.08,5.26935753620233,1.11361439691776,1.47888888888889,1.62675321591008,4.1792694110882,2.5546242039913
"66","Bundesliga","Bayern Munich","2017-2018","Midfielder",12.82,2.5899446992177,0.00906974365859249,0.153888888888889,1.36747306297165,3.90860308864627,1.8873314768999
"67","Bundesliga","Bayern Munich","2017-2018","Wide Def",1.76,0.927025230397341,0.493431481361445,0.148333333333333,0.732211501914539,2.38020822124254,0.592170087334279
"68","Bundesliga","Bayern Munich","2018-2019","Central Def",7.37,2.52285854295982,0.870026593384621,0.547777777777778,0.818965444883662,2.95719174328212,2.01819497989929
"69","Bundesliga","Bayern Munich","2018-2019","Creator",1.86,1.47955102040816,1.0996745163329,1.40111111111111,2.0934146234892,3.99420593431932,0.181462620836241
"70","Bundesliga","Bayern Munich","2018-2019","Deep Midfielder",6.44,4.08335216572505,0.962688321990381,1.09588235294118,1.59399719240367,2.70970030359339,1.95775993747446
"71","Bundesliga","Bayern Munich","2018-2019","Dribbler",8.7,2.73485761114526,1.05076533638819,1.58470588235294,2.24183258828723,3.99855148404872,0.751212326716923
"72","Bundesliga","Bayern Munich","2018-2019","Finisher",17.51,9.12453983130272,1.70853090987336,1.98722222222222,2.57905751934519,6.50472842093084,2.87547248008344
"73","Bundesliga","Bayern Munich","2018-2019","Midfielder",2.73,2.73,0.491207478834362,-0.0429411764705882,1.53471580557313,2.2060903333326,1.45876683685392
"74","Bundesliga","Bayern Munich","2018-2019","Wide Def",7.07,3.75655368972423,0.958129725310755,0.457777777777778,1.34889108682317,3.65728049971489,2.0746107612025
"75","Bundesliga","Bayern Munich","2019-2020","Central Def",3,2.07694486983155,1.14517681794562,2.00944444444444,0.729307462635129,2.46662062755127,1.27760663317398
"76","Bundesliga","Bayern Munich","2019-2020","Creator",4.72,3.82514551804424,0.37633989337678,0.432777777777778,1.89662550848917,3.18480732736194,1.8183904040259
"77","Bundesliga","Bayern Munich","2019-2020","Deep Midfielder",10.2,5.38975593811288,1.04034364135048,1.06944444444444,1.59590353235125,2.88861145600976,2.72536040468211
"78","Bundesliga","Bayern Munich","2019-2020","Dribbler",16.11,4.71706662941752,0.931621293633289,0.934117647058823,2.18615391523404,6.25466931462361,1.73155481386999
"79","Bundesliga","Bayern Munich","2019-2020","Finisher",11.8,11.3621596858639,2.31612241724339,3.24388888888889,2.96156545182756,5.68330179394388,3.05447825339745
"80","Bundesliga","Bayern Munich","2019-2020","Midfielder",2.15,1.512,0.635676631588786,0.512352941176471,1.28783349559525,2.17513082770832,0.680463251972002
"81","Bundesliga","Bayern Munich","2019-2020","Wide Def",7.64,3.87865445859873,1.01914462276064,0.839444444444444,1.27682290249354,3.14818990424698,2.2395508650837
"82","Bundesliga","Bayern Munich","2020-2021","Central Def",5.52,2.38811662389507,1.21123927983635,1.82388888888889,1.16934174627755,3.35222163188549,1.00644430749621
"83","Bundesliga","Bayern Munich","2020-2021","Deep Midfielder",5.6,5.6,1.02595729385508,0.541764705882353,1.79045405712795,2.53769638475064,2.5546830916634
"84","Bundesliga","Bayern Munich","2020-2021","Dribbler",10.65,3.22819275226492,1.19411535105372,0.824705882352941,1.96946230605503,3.99271072964073,1.03280849547489
"85","Bundesliga","Bayern Munich","2020-2021","Finisher",15.37,6.69072244623656,1.45606485554418,1.80555555555556,2.2904615438466,5.40110688244137,2.285416057194
"86","Bundesliga","Bayern Munich","2020-2021","Midfielder",4.28,2.70867256637168,1.314440312965,0.904117647058823,1.43672372777406,2.22108942532581,0.970424742387175
"87","Bundesliga","Bayern Munich","2020-2021","Wide Def",5.23,1.90737793223284,1.13808191162871,2.11833333333333,1.05883758009188,3.0626444743833,0.726547711441618
"88","Bundesliga","Bayern Munich","2021-2022","Central Def",8.52,2.70034084084084,0.878442731012064,0.723333333333333,1.1975362929394,4.50230529186732,1.52137193717684
"89","Bundesliga","Bayern Munich","2021-2022","Deep Midfielder",4.59,5.1184402383456,0.727733209090988,0.285625,1.50585439398893,1.97822805813688,2.91575802201158
"90","Bundesliga","Bayern Munich","2021-2022","Dribbler",16.32,4.47503803314317,1.738143558919,1.96294117647059,2.58491784992617,5.12984620225826,1.05879359930233
"91","Bundesliga","Bayern Munich","2021-2022","Finisher",19.8,10.1410901162791,2.16178638623501,2.42611111111111,2.57818599228985,5.8773514832377,3.09492944027562
"92","Bundesliga","Bayern Munich","2021-2022","Midfielder",1.6,0.847569906790946,0.36945067284139,-0.298333333333333,1.01306521954701,1.95276651415973,0.471953063558281
"93","Bundesliga","Bayern Munich","2021-2022","Wide Def",3.25,2.01735810534912,0.686622487183433,-0.103888888888889,1.0565629796457,3.32272768686297,1.25949483731858
"94","Bundesliga","Bayern Munich","2022-2023","Central Def",7.69,3.02672891094281,0.691330677166991,-0.375555555555556,1.13008180575089,5.02707050960067,2.06657449212187
"95","Bundesliga","Bayern Munich","2022-2023","Creator",4.36,4.36,0.907041829359949,0.588333333333333,1.55138266080302,3.55051487566986,2.22572951076606
"96","Bundesliga","Bayern Munich","2022-2023","Deep Midfielder",6.22,6.22,1.13023288865554,0.796470588235294,2.03852781784965,2.57358684809856,2.49678570327945
"97","Bundesliga","Bayern Munich","2022-2023","Dribbler",12.08,4.30796863734679,0.938065022780884,1.244,2.0804369265531,5.39339119399183,1.61980571078846
"98","Bundesliga","Bayern Munich","2022-2023","Finisher",8.09,2.64272786317385,1.57644829272466,1.92666666666667,1.9374480327252,4.01095118541284,0.55035260427056
"99","Bundesliga","Bayern Munich","2022-2023","Midfielder",-0.16,0.896671214188268,0.923334257592165,0.202222222222222,2.10349807493466,2.96433417889802,-0.0126755729998591
"100","Bundesliga","Bayern Munich","2022-2023","Wide Def",4.21,1.81805649957519,0.633849738069291,0.46,0.904933752168791,2.79394513399328,1.30861155158352
"101","Bundesliga","Bayern Munich","2023-2024","Central Def",3.63,1.12239975698663,0.86617339980559,0.970555555555556,0.828386293558385,3.53278172719829,0.30930781831313
"102","Bundesliga","Bayern Munich","2023-2024","Deep Midfielder",7.06,2.88453098625512,0.62522028472439,0.865294117647059,1.49186998683483,2.79401171625823,1.51441527845473
"103","Bundesliga","Bayern Munich","2023-2024","Dribbler",12.85,4.06521675596688,1.02356055851074,1.612,1.65536972459068,4.70181758168355,1.83744824631744
"104","Bundesliga","Bayern Munich","2023-2024","Finisher",11.34,7.27986352004549,1.48599946498336,1.72444444444444,1.93283142092693,4.43991947757167,2.9976044430629
"105","Bundesliga","Bayern Munich","2023-2024","Wide Def",4.5,1.19973390725885,0.638232802194785,0.345555555555556,1.25279237853533,2.79155917264512,0.448199649586416
"106","Bundesliga","Bochum","2021-2022","Central Def",-3.74,-0.802120809824096,0.878442731012064,0.723333333333333,1.1975362929394,4.50230529186732,-1.40335082180362
"107","Bundesliga","Bochum","2021-2022","Creator",-0.2,0.598267071320182,0.802010375629409,0.26,1.40132425869132,3.51621766485903,-0.145393404164358
"108","Bundesliga","Bochum","2021-2022","Deep Midfielder",-0.86,0.877174177831912,0.727733209090988,0.285625,1.50585439398893,1.97822805813688,0.0992399858428961
"109","Bundesliga","Bochum","2021-2022","Dribbler",-0.0899999999999998,0.144207077326343,1.738143558919,1.96294117647059,2.58491784992617,5.12984620225826,-0.616629453674198
"110","Bundesliga","Bochum","2021-2022","Finisher",-1.33,0.950517598343686,2.16178638623501,2.42611111111111,2.57818599228985,5.8773514832377,-0.46981435455536
"111","Bundesliga","Bochum","2021-2022","Midfielder",-2.34,-0.600894619547915,0.36945067284139,-0.298333333333333,1.01306521954701,1.95276651415973,-0.957831019826333
"112","Bundesliga","Bochum","2021-2022","Wide Def",0.0199999999999999,0.495064377682403,0.686622487183433,-0.103888888888889,1.0565629796457,3.32272768686297,-0.181303067769103
"113","Bundesliga","Bochum","2022-2023","Central Def",-5.55,-0.467122217307976,0.691330677166991,-0.375555555555556,1.13008180575089,5.02707050960067,-1.02510534067507
"114","Bundesliga","Bochum","2022-2023","Creator",-0.61,-0.61,0.907041829359949,0.588333333333333,1.55138266080302,3.55051487566986,-0.977864370725084
"115","Bundesliga","Bochum","2022-2023","Deep Midfielder",-1.84,-0.718323943661972,1.13023288865554,0.796470588235294,2.03852781784965,2.57358684809856,-0.906809716370448
"116","Bundesliga","Bochum","2022-2023","Dribbler",-4.22,-1.24034285714286,0.938065022780884,1.244,2.0804369265531,5.39339119399183,-1.04709152780371
"117","Bundesliga","Bochum","2022-2023","Finisher",3.65,1.49934321668678,1.57644829272466,1.92666666666667,1.9374480327252,4.01095118541284,-0.0397972357118801
"118","Bundesliga","Bochum","2022-2023","Midfielder",2.46,1.54504883427851,0.923334257592165,0.202222222222222,2.10349807493466,2.96433417889802,0.295562227555478
"119","Bundesliga","Bochum","2022-2023","Wide Def",-2.42,-0.681665524331734,0.633849738069291,0.46,0.904933752168791,2.79394513399328,-1.45371443959099
"120","Bundesliga","Bochum","2023-2024","Central Def",2.43,0.952644444444444,0.86617339980559,0.970555555555556,0.828386293558385,3.53278172719829,0.104384929242869
"121","Bundesliga","Bochum","2023-2024","Creator",0.57,1.35936363636364,1.00947149568843,0.806470588235294,1.06212661346923,2.2585059806664,0.329426017800603
"122","Bundesliga","Bochum","2023-2024","Deep Midfielder",-1.78,-0.213427293064877,0.62522028472439,0.865294117647059,1.49186998683483,2.79401171625823,-0.562145217203914
"123","Bundesliga","Bochum","2023-2024","Dribbler",-3.23,-0.645615922538999,1.02356055851074,1.612,1.65536972459068,4.70181758168355,-1.0083405877575
"124","Bundesliga","Bochum","2023-2024","Finisher",-1.09,0.0577675700505283,1.48599946498336,1.72444444444444,1.93283142092693,4.43991947757167,-0.73893246946901
"125","Bundesliga","Bochum","2023-2024","Midfielder",0.52,0.343309393852341,0.56092326525326,0.490666666666667,0.737237295806578,1.45080995440806,-0.295174800079583
"126","Bundesliga","Bochum","2023-2024","Wide Def",-6.17,-1.10787602552416,0.638232802194785,0.345555555555556,1.25279237853533,2.79155917264512,-1.39377350759458
"127","Bundesliga","Darmstadt 98","2023-2024","Central Def",-7.09,-0.782949434178485,0.86617339980559,0.970555555555556,0.828386293558385,3.53278172719829,-1.99076547597156
"128","Bundesliga","Darmstadt 98","2023-2024","Creator",-1.48,-0.405521840613538,1.00947149568843,0.806470588235294,1.06212661346923,2.2585059806664,-1.33222660872809
"129","Bundesliga","Darmstadt 98","2023-2024","Deep Midfielder",-1.05,-1.05,0.62522028472439,0.865294117647059,1.49186998683483,2.79401171625823,-1.12289964910317
"130","Bundesliga","Darmstadt 98","2023-2024","Dribbler",-2.79,0.013155737704918,1.02356055851074,1.612,1.65536972459068,4.70181758168355,-0.610380150002841
"131","Bundesliga","Darmstadt 98","2023-2024","Finisher",-4.41,-0.490284450063211,1.48599946498336,1.72444444444444,1.93283142092693,4.43991947757167,-1.02248126435093
"132","Bundesliga","Darmstadt 98","2023-2024","Midfielder",-0.85,0.110447381799695,0.56092326525326,0.490666666666667,0.737237295806578,1.45080995440806,-0.611032412516135
"133","Bundesliga","Darmstadt 98","2023-2024","Wide Def",0.73,0.254438915153023,0.638232802194785,0.345555555555556,1.25279237853533,2.79155917264512,-0.306350751822473
"134","Bundesliga","Dortmund","2017-2018","Central Def",-1.72,0.886007843137255,1.1213078213025,1.00722222222222,1.14541665407507,4.73731843427402,-0.205427411351246
"135","Bundesliga","Dortmund","2017-2018","Creator",2.42,1.22257679797615,0.615914677565609,0.17,1.42825739482641,2.94502065640747,0.424756855877699
"136","Bundesliga","Dortmund","2017-2018","Deep Midfielder",0.8,0.2071473650994,0.180949982713052,-0.375,0.935647771841305,1.90594503346456,0.0279991928317144
"137","Bundesliga","Dortmund","2017-2018","Dribbler",5.4,1.81542211460856,0.954828361523415,0.941666666666667,1.56413658468512,4.36088394978924,0.550203710795748
"138","Bundesliga","Dortmund","2017-2018","Finisher",3.37,1.39136495083863,1.11361439691776,1.47888888888889,1.62675321591008,4.1792694110882,0.170739206908831
"139","Bundesliga","Dortmund","2017-2018","Midfielder",-1.43,-0.704923469387755,0.00906974365859249,0.153888888888889,1.36747306297165,3.90860308864627,-0.522125979940529
"140","Bundesliga","Dortmund","2017-2018","Wide Def",-1.56,-0.05069324950364,0.493431481361445,0.148333333333333,0.732211501914539,2.38020822124254,-0.743125079901563
"141","Bundesliga","Dortmund","2018-2019","Central Def",1.38,0.520528332877087,0.870026593384621,0.547777777777778,0.818965444883662,2.95719174328212,-0.426755808429966
"142","Bundesliga","Dortmund","2018-2019","Creator",1.5,1.5,1.0996745163329,1.40111111111111,2.0934146234892,3.99420593431932,0.191230862331447
"143","Bundesliga","Dortmund","2018-2019","Deep Midfielder",6.89,3.5325387897595,0.962688321990381,1.09588235294118,1.59399719240367,2.70970030359339,1.6122051406464
"144","Bundesliga","Dortmund","2018-2019","Dribbler",6.15,2.9932438814942,1.05076533638819,1.58470588235294,2.24183258828723,3.99855148404872,0.866469046464383
"145","Bundesliga","Dortmund","2018-2019","Finisher",4.58,2.35415002517201,1.70853090987336,1.98722222222222,2.57905751934519,6.50472842093084,0.250331413881212
"146","Bundesliga","Dortmund","2018-2019","Midfielder",-1.26,-1.26,0.491207478834362,-0.0429411764705882,1.53471580557313,2.2060903333326,-1.14106303751813
"147","Bundesliga","Dortmund","2018-2019","Wide Def",-0.92,0.460085889570552,0.958129725310755,0.457777777777778,1.34889108682317,3.65728049971489,-0.369224647271684
"148","Bundesliga","Dortmund","2019-2020","Central Def",5.56,1.955450557714,1.14517681794562,2.00944444444444,0.729307462635129,2.46662062755127,1.11101802913232
"149","Bundesliga","Dortmund","2019-2020","Creator",1.76,1.51574667709148,0.37633989337678,0.432777777777778,1.89662550848917,3.18480732736194,0.600754750273466
"150","Bundesliga","Dortmund","2019-2020","Deep Midfielder",0.76,0.648947743891564,1.04034364135048,1.06944444444444,1.59590353235125,2.88861145600976,-0.245250348485834
"151","Bundesliga","Dortmund","2019-2020","Dribbler",9.59,4.74388686522391,0.931621293633289,0.934117647058823,2.18615391523404,6.25466931462361,1.74382304238744
"152","Bundesliga","Dortmund","2019-2020","Finisher",2.55,1.49637295649764,2.31612241724339,3.24388888888889,2.96156545182756,5.68330179394388,-0.276795996603717
"153","Bundesliga","Dortmund","2019-2020","Wide Def",6.53,3.70914953933381,1.01914462276064,0.839444444444444,1.27682290249354,3.14818990424698,2.10679563416336
"154","Bundesliga","Dortmund","2020-2021","Central Def",8.48,3.65723058637084,1.21123927983635,1.82388888888889,1.16934174627755,3.35222163188549,2.09176770975721
"155","Bundesliga","Dortmund","2020-2021","Creator",2.83,1.743184870188,0.704387780377947,0.471764705882353,1.33291392716849,2.76101257533834,0.779342963290042
"156","Bundesliga","Dortmund","2020-2021","Deep Midfielder",-2.15,-0.718502994011976,1.02595729385508,0.541764705882353,1.79045405712795,2.53769638475064,-0.974311673020711
"157","Bundesliga","Dortmund","2020-2021","Dribbler",1.54,1.54,1.19411535105372,0.824705882352941,1.96946230605503,3.99271072964073,0.175623898910313
"158","Bundesliga","Dortmund","2020-2021","Finisher",12.06,5.57092012529366,1.45606485554418,1.80555555555556,2.2904615438466,5.40110688244137,1.79651794670125
"159","Bundesliga","Dortmund","2020-2021","Midfielder",3.04,3.04,1.314440312965,0.904117647058823,1.43672372777406,2.22108942532581,1.20103792655283
"160","Bundesliga","Dortmund","2020-2021","Wide Def",4.2,2.44247056844938,1.13808191162871,2.11833333333333,1.05883758009188,3.0626444743833,1.2319062728275
"161","Bundesliga","Dortmund","2021-2022","Central Def",-0.49,0.269933288859239,0.878442731012064,0.723333333333333,1.1975362929394,4.50230529186732,-0.508134447148333
"162","Bundesliga","Dortmund","2021-2022","Creator",7.33,2.04436263230557,0.802010375629409,0.26,1.40132425869132,3.51621766485903,0.886555876679374
"163","Bundesliga","Dortmund","2021-2022","Deep Midfielder",0.15,0.15,0.727733209090988,0.285625,1.50585439398893,1.97822805813688,-0.383658082346595
"164","Bundesliga","Dortmund","2021-2022","Dribbler",-1.63,-0.943935810810811,1.738143558919,1.96294117647059,2.58491784992617,5.12984620225826,-1.03758785595698
"165","Bundesliga","Dortmund","2021-2022","Finisher",7.36,3.80754937413074,2.16178638623501,2.42611111111111,2.57818599228985,5.8773514832377,0.638341451244183
"166","Bundesliga","Dortmund","2021-2022","Midfielder",0.38,0.38,0.36945067284139,-0.298333333333333,1.01306521954701,1.95276651415973,0.0104132754289279
"167","Bundesliga","Dortmund","2021-2022","Wide Def",-0.59,0.434885682574917,0.686622487183433,-0.103888888888889,1.0565629796457,3.32272768686297,-0.238260103238647
"168","Bundesliga","Dortmund","2022-2023","Central Def",6.77,2.25323731997495,0.691330677166991,-0.375555555555556,1.13008180575089,5.02707050960067,1.38211821025659
"169","Bundesliga","Dortmund","2022-2023","Creator",3.12,1.924704,0.907041829359949,0.588333333333333,1.55138266080302,3.55051487566986,0.655971087180577
"170","Bundesliga","Dortmund","2022-2023","Deep Midfielder",0.38,0.650902176763703,1.13023288865554,0.796470588235294,2.03852781784965,2.57358684809856,-0.235135722796983
"171","Bundesliga","Dortmund","2022-2023","Dribbler",5.17,2.00757176470588,0.938065022780884,1.244,2.0804369265531,5.39339119399183,0.514077945971174
"172","Bundesliga","Dortmund","2022-2023","Finisher",2.52,0.990386914123938,1.57644829272466,1.92666666666667,1.9374480327252,4.01095118541284,-0.302491405550823
"173","Bundesliga","Dortmund","2022-2023","Midfielder",8.65,8.65,0.923334257592165,0.202222222222222,2.10349807493466,2.96433417889802,3.67324592994831
"174","Bundesliga","Dortmund","2022-2023","Wide Def",2.17,1.54226301630005,0.633849738069291,0.46,0.904933752168791,2.79394513399328,1.00384506164526
"175","Bundesliga","Dortmund","2023-2024","Central Def",6.49,2.72967483108108,0.86617339980559,0.970555555555556,0.828386293558385,3.53278172719829,2.24955608967249
"176","Bundesliga","Dortmund","2023-2024","Creator",2.71,1.53392973132566,1.00947149568843,0.806470588235294,1.06212661346923,2.2585059806664,0.493781277096699
"177","Bundesliga","Dortmund","2023-2024","Deep Midfielder",-0.26,0.190485875706215,0.62522028472439,0.865294117647059,1.49186998683483,2.79401171625823,-0.291402342599915
"178","Bundesliga","Dortmund","2023-2024","Dribbler",1.58,1.20975547341484,1.02356055851074,1.612,1.65536972459068,4.70181758168355,0.112479352580972
"179","Bundesliga","Dortmund","2023-2024","Finisher",-0.29,0.949977134146341,1.48599946498336,1.72444444444444,1.93283142092693,4.43991947757167,-0.277324926029998
"180","Bundesliga","Dortmund","2023-2024","Midfielder",1.55,1.07168752697454,0.56092326525326,0.490666666666667,0.737237295806578,1.45080995440806,0.692808495482411
"181","Bundesliga","Dortmund","2023-2024","Wide Def",-0.78,-0.0513054446079462,0.638232802194785,0.345555555555556,1.25279237853533,2.79155917264512,-0.550401054968811
"182","Bundesliga","Düsseldorf","2018-2019","Central Def",-2.46,0.312747555012225,0.870026593384621,0.547777777777778,0.818965444883662,2.95719174328212,-0.680467096449424
"183","Bundesliga","Düsseldorf","2018-2019","Creator",-1.79,-1.79,1.0996745163329,1.40111111111111,2.0934146234892,3.99420593431932,-1.3803641590678
"184","Bundesliga","Düsseldorf","2018-2019","Deep Midfielder",-1.03,-0.40290780141844,0.962688321990381,1.09588235294118,1.59399719240367,2.70970030359339,-0.856711749504131
"185","Bundesliga","Düsseldorf","2018-2019","Dribbler",2.05,1.32605247699236,1.05076533638819,1.58470588235294,2.24183258828723,3.99855148404872,0.122795583417983
"186","Bundesliga","Düsseldorf","2018-2019","Finisher",-2.05,-0.153563636363636,1.70853090987336,1.98722222222222,2.57905751934519,6.50472842093084,-0.722005822774271
"187","Bundesliga","Düsseldorf","2018-2019","Midfielder",-1.26,0.0560722635494156,0.491207478834362,-0.0429411764705882,1.53471580557313,2.2060903333326,-0.283528203531107
"188","Bundesliga","Düsseldorf","2018-2019","Wide Def",-0.81,0.793324081416865,0.958129725310755,0.457777777777778,1.34889108682317,3.65728049971489,-0.122178614347605
"189","Bundesliga","Düsseldorf","2019-2020","Central Def",2.94,1.85717097355769,1.14517681794562,2.00944444444444,0.729307462635129,2.46662062755127,0.976260619957865
"190","Bundesliga","Düsseldorf","2019-2020","Creator",-4.1,-1.36121627408994,0.37633989337678,0.432777777777778,1.89662550848917,3.18480732736194,-0.91613033763889
"191","Bundesliga","Düsseldorf","2019-2020","Deep Midfielder",-1.07,-0.169731222385862,1.04034364135048,1.06944444444444,1.59590353235125,2.88861145600976,-0.758238100991942
"192","Bundesliga","Düsseldorf","2019-2020","Dribbler",-6.1,-0.213537597002944,0.931621293633289,0.934117647058823,2.18615391523404,6.25466931462361,-0.523823543555778
"193","Bundesliga","Düsseldorf","2019-2020","Finisher",1.44,0.881816143497758,2.31612241724339,3.24388888888889,2.96156545182756,5.68330179394388,-0.484306795536304
"194","Bundesliga","Düsseldorf","2019-2020","Midfielder",-1.88,-0.40959638724245,0.635676631588786,0.512352941176471,1.28783349559525,2.17513082770832,-0.811652300088763
"195","Bundesliga","Düsseldorf","2019-2020","Wide Def",0.96,0.592296249406552,1.01914462276064,0.839444444444444,1.27682290249354,3.14818990424698,-0.334305072786901
"196","Bundesliga","Eint Frankfurt","2017-2018","Central Def",-0.38,0.123602351683592,1.1213078213025,1.00722222222222,1.14541665407507,4.73731843427402,-0.871041525430379
"197","Bundesliga","Eint Frankfurt","2017-2018","Creator",1.98,1.55407371750791,0.615914677565609,0.17,1.42825739482641,2.94502065640747,0.656855720362872
