"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Leicester City","Premier League","2019-2020","Demarai Gray","JAM","MF,FW",23,65591,55000,66837,3410735,2860000,3475533,"","https://fbref.com/en/players/4468ec10/Demarai-Gray",65591
"Leicester City","Premier League","2019-2020","Nampalys Mendy","SEN","MF",27,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/1598599e/Nampalys-Mendy",59628
"Leicester City","Premier League","2019-2020","Christian Fuchs","AUT","DF",33,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/a67a09fb/Christian-Fuchs",59628
"Leicester City","Premier League","2019-2020","Marc Albrighton","ENG","MF,DF",29,53665,45000,54685,2790601,2340000,2843618,"","https://fbref.com/en/players/b827d5b3/Marc-Albrighton",53665
"Leicester City","Premier League","2019-2020","Çağlar Söyüncü","TUR","DF",23,53665,45000,54685,2790601,2340000,2843618,"","https://fbref.com/en/players/21166ff4/Caglar-Soyuncu",53665
"Leicester City","Premier League","2019-2020","Ayoze Pérez","ESP","MF,FW",26,53665,45000,54685,2790601,2340000,2843618,"","https://fbref.com/en/players/819aa8e7/Ayoze-Perez",53665
"Leicester City","Premier League","2019-2020","Youri Tielemans","BEL","MF",22,39446,33077,40196,2051211,1720000,2090180,"","https://fbref.com/en/players/56f7a928/Youri-Tielemans",39446
"Leicester City","Premier League","2019-2020","Matty James","ENG","MF",28,38070,31923,38794,1979657,1660000,2017267,"","https://fbref.com/en/players/ebd0a048/Matty-James",38070
"Leicester City","Premier League","2019-2020","Bartosz Kapustka","POL","",22,35777,30000,36457,1860401,1560000,1895745,"","https://fbref.com/en/players/7364c4d1/Bartosz-Kapustka",35777
"Leicester City","Premier League","2019-2020","James Justin","ENG","DF,MF",21,35777,30000,36457,1860401,1560000,1895745,"","https://fbref.com/en/players/fb614c44/James-Justin",35777
"Leicester City","Premier League","2019-2020","Filip Benković","CRO","DF",22,35777,30000,36457,1860401,1560000,1895745,"Unverified estimation","https://fbref.com/en/players/305a3820/Filip-Benkovic",35777
"Leicester City","Premier League","2019-2020","Eldin Jakupović","SUI","GK",34,27521,23077,28044,1431078,1200000,1458265,"","https://fbref.com/en/players/1148323a/Eldin-Jakupovic",27521
"Leicester City","Premier League","2019-2020","Daniel Amartey","GHA","DF,MF",24,24998,20962,25473,1299896,1090000,1324591,"","https://fbref.com/en/players/1a4ef233/Daniel-Amartey",24998
"Leicester City","Premier League","2019-2020","Danny Ward","WAL","GK",26,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/d3ce0e89/Danny-Ward",23851
"Leicester City","Premier League","2019-2020","Harvey Barnes","ENG","MF,FW",21,11926,10000,12152,620134,520000,631915,"","https://fbref.com/en/players/3ea50f67/Harvey-Barnes",11926
"Leicester City","Premier League","2019-2020","Hamza Choudhury","ENG","MF",21,8944,7500,9114,465100,390000,473936,"","https://fbref.com/en/players/7d2d3329/Hamza-Choudhury",8944
"Leicester City","Premier League","2019-2020","George Thomas","WAL","",22,2981,2500,3038,155033,130000,157979,"Unverified estimation","https://fbref.com/en/players/7ef24097/George-Thomas",2981
"Tottenham Hotspur","Premier League","2019-2020","Tanguy Ndombele","FRA","MF",22,238513,2e+05,243044,12402673,10400000,12638300,"","https://fbref.com/en/players/5cdddffa/Tanguy-Ndombele",238513
"Tottenham Hotspur","Premier League","2019-2020","Harry Kane","ENG","FW",26,238513,2e+05,243044,12402673,10400000,12638300,"","https://fbref.com/en/players/21a66f6a/Harry-Kane",238513
"Tottenham Hotspur","Premier League","2019-2020","Son Heung-min","KOR","FW",27,166959,140000,170131,8681871,7280000,8846810,"","https://fbref.com/en/players/92e7e919/Son-Heung-min",166959
"Tottenham Hotspur","Premier League","2019-2020","Dele Alli","ENG","MF,FW",23,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/cea4ee8f/Dele-Alli",119256
"Tottenham Hotspur","Premier League","2019-2020","Hugo Lloris","FRA","GK",32,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/8f62b6ee/Hugo-Lloris",119256
"Tottenham Hotspur","Premier League","2019-2020","Jan Vertonghen","BEL","DF",32,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/ba23a904/Jan-Vertonghen",119256
"Tottenham Hotspur","Premier League","2019-2020","Toby Alderweireld","BEL","DF",30,95405,80000,97218,4961069,4160000,5055320,"","https://fbref.com/en/players/f7d50789/Toby-Alderweireld",95405
"Tottenham Hotspur","Premier League","2019-2020","Érik Lamela","ARG","MF,FW",27,95405,80000,97218,4961069,4160000,5055320,"","https://fbref.com/en/players/abe66106/Erik-Lamela",95405
"Tottenham Hotspur","Premier League","2019-2020","Moussa Sissoko","FRA","MF,FW",29,95405,80000,97218,4961069,4160000,5055320,"","https://fbref.com/en/players/2acd49b9/Moussa-Sissoko",95405
"Tottenham Hotspur","Premier League","2019-2020","Lucas Moura","BRA","FW,MF",26,95405,80000,97218,4961069,4160000,5055320,"","https://fbref.com/en/players/2b622f01/Lucas-Moura",95405
"Tottenham Hotspur","Premier League","2019-2020","Steven Bergwijn","NED","MF,FW",21,89442,75000,91142,4651002,3900000,4739363,"","https://fbref.com/en/players/a29b1131/Steven-Bergwijn",89442
"Tottenham Hotspur","Premier League","2019-2020","Giovani Lo Celso","ARG","MF,FW",23,83480,70000,85065,4340936,3640000,4423405,"","https://fbref.com/en/players/d7553721/Giovani-Lo-Celso",83480
"Tottenham Hotspur","Premier League","2019-2020","Serge Aurier","CIV","DF",26,83480,70000,85065,4340936,3640000,4423405,"","https://fbref.com/en/players/5c2b4f07/Serge-Aurier",83480
"Tottenham Hotspur","Premier League","2019-2020","Davinson Sánchez","COL","DF",23,77517,65000,78989,4030869,3380000,4107448,"","https://fbref.com/en/players/da7b447d/Davinson-Sanchez",77517
"Tottenham Hotspur","Premier League","2019-2020","Victor Wanyama","KEN","MF",28,77517,65000,78989,4030869,3380000,4107448,"Unverified estimation","https://fbref.com/en/players/e0900238/Victor-Wanyama",77517
"Tottenham Hotspur","Premier League","2019-2020","Danny Rose","ENG","DF",29,71554,60000,72913,3720802,3120000,3791490,"","https://fbref.com/en/players/89d10e53/Danny-Rose",71554
"Tottenham Hotspur","Premier League","2019-2020","Eric Dier","ENG","DF,MF",25,71554,60000,72913,3720802,3120000,3791490,"","https://fbref.com/en/players/ac861941/Eric-Dier",71554
"Tottenham Hotspur","Premier League","2019-2020","Ben Davies","WAL","DF",26,71554,60000,72913,3720802,3120000,3791490,"","https://fbref.com/en/players/44781702/Ben-Davies",71554
"Tottenham Hotspur","Premier League","2019-2020","Ryan Sessegnon","ENG","FW,DF",19,65591,55000,66837,3410735,2860000,3475533,"","https://fbref.com/en/players/6aa3e78b/Ryan-Sessegnon",65591
"Tottenham Hotspur","Premier League","2019-2020","Gedson Fernandes","POR","MF",20,60546,50769,61696,3148371,2640000,3208184,"","https://fbref.com/en/players/e2dde94c/Gedson-Fernandes",60546
"Tottenham Hotspur","Premier League","2019-2020","Harry Winks","ENG","MF",23,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/2f7acede/Harry-Winks",59628
"Tottenham Hotspur","Premier League","2019-2020","Michel Vorm","NED","GK",35,53665,45000,54685,2790601,2340000,2843618,"","https://fbref.com/en/players/1bebde9d/Michel-Vorm",53665
"Tottenham Hotspur","Premier League","2019-2020","Japhet Tanganga","ENG","DF",20,49537,41538,50478,2575940,2160000,2624878,"","https://fbref.com/en/players/e9971f2d/Japhet-Tanganga",49537
"Tottenham Hotspur","Premier League","2019-2020","Juan Foyth","ARG","DF",21,25686,21538,26174,1335672,1120000,1361048,"","https://fbref.com/en/players/6c7762c3/Juan-Foyth",25686
"Tottenham Hotspur","Premier League","2019-2020","Kyle Walker-Peters","ENG","DF",22,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters",23851
"Tottenham Hotspur","Premier League","2019-2020","Paulo Gazzaniga","ARG","GK",27,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/63d17038/Paulo-Gazzaniga",23851
"Tottenham Hotspur","Premier League","2019-2020","Oliver Skipp","ENG","MF",18,5963,5000,6076,310067,260000,315958,"","https://fbref.com/en/players/6250083a/Oliver-Skipp",5963
"Wolverhampton Wanderers","Premier League","2019-2020","Rui Patrício","POR","GK",31,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/79b0d6a0/Rui-Patricio",119256
"Wolverhampton Wanderers","Premier League","2019-2020","João Moutinho","POR","MF",32,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/f5a00fa4/Joao-Moutinho",119256
"Wolverhampton Wanderers","Premier League","2019-2020","Leander Dendoncker","BEL","MF,DF",24,107331,90000,109370,5581203,4680000,5687235,"","https://fbref.com/en/players/5a7301ae/Leander-Dendoncker",107331
"Wolverhampton Wanderers","Premier League","2019-2020","Jonny Castro","ESP","MF,DF",25,89442,75000,91142,4651002,3900000,4739363,"","https://fbref.com/en/players/e28868f3/Jonny-Castro",89442
"Wolverhampton Wanderers","Premier League","2019-2020","Daniel Podence","POR","FW,MF",23,71554,60000,72913,3720802,3120000,3791490,"","https://fbref.com/en/players/7fcc71d8/Daniel-Podence",71554
"Wolverhampton Wanderers","Premier League","2019-2020","Willy Boly","CIV","DF",28,65591,55000,66837,3410735,2860000,3475533,"","https://fbref.com/en/players/a4ac4b8f/Willy-Boly",65591
"Wolverhampton Wanderers","Premier League","2019-2020","Conor Coady","ENG","DF",26,65591,55000,66837,3410735,2860000,3475533,"","https://fbref.com/en/players/2928dca2/Conor-Coady",65591
"Wolverhampton Wanderers","Premier League","2019-2020","Rúben Neves","POR","MF",22,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/44bfb6c5/Ruben-Neves",59628
"Wolverhampton Wanderers","Premier League","2019-2020","Pedro Neto","POR","FW,MF",19,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/7ba2eaa9/Pedro-Neto",59628
"Wolverhampton Wanderers","Premier League","2019-2020","Diogo Jota","POR","FW",22,53665,45000,54685,2790601,2340000,2843618,"","https://fbref.com/en/players/178ae8f8/Diogo-Jota",53665
"Wolverhampton Wanderers","Premier League","2019-2020","Adama Traoré","ESP","FW,DF",23,51372,43077,52348,2671345,2240000,2722095,"","https://fbref.com/en/players/9a28eba4/Adama-Traore",51372
"Wolverhampton Wanderers","Premier League","2019-2020","Raúl Jiménez","MEX","FW",28,49079,41154,50011,2552088,2140000,2600573,"","https://fbref.com/en/players/b561db50/Raul-Jimenez",49079
"Wolverhampton Wanderers","Premier League","2019-2020","John Ruddy","ENG","GK",32,38758,32500,39495,2015434,1690000,2053724,"","https://fbref.com/en/players/da8b19e2/John-Ruddy",38758
"Wolverhampton Wanderers","Premier League","2019-2020","Rúben Vinagre","POR","MF,DF",20,35777,30000,36457,1860401,1560000,1895745,"","https://fbref.com/en/players/b937e490/Ruben-Vinagre",35777
"Wolverhampton Wanderers","Premier League","2019-2020","Romain Saïss","MAR","DF",29,26145,21923,26641,1359524,1140000,1385352,"","https://fbref.com/en/players/9fbbcf39/Romain-Saiss",26145
"Wolverhampton Wanderers","Premier League","2019-2020","Ryan Bennett","ENG","DF",29,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/0bad4516/Ryan-Bennett",23851
"Wolverhampton Wanderers","Premier League","2019-2020","Leonardo Campana","ECU","FW",19,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/bf9c0749/Leonardo-Campana",23851
"Wolverhampton Wanderers","Premier League","2019-2020","Bruno Jordão","POR","FW",20,20870,17500,21266,1085234,910000,1105851,"","https://fbref.com/en/players/41ff002d/Bruno-Jordao",20870
"Wolverhampton Wanderers","Premier League","2019-2020","Matt Doherty","IRL","MF,DF",27,11926,10000,12152,620134,520000,631915,"","https://fbref.com/en/players/d557d734/Matt-Doherty",11926
"Wolverhampton Wanderers","Premier League","2019-2020","Phil Ofosu-Ayeh","GHA","",27,8944,7500,9114,465100,390000,473936,"","https://fbref.com/en/players/57467297/Phil-Ofosu-Ayeh",8944
"Wolverhampton Wanderers","Premier League","2019-2020","Jordan Graham","ENG","",24,7110,5962,7245,369695,310000,376719,"Unverified estimation","https://fbref.com/en/players/79fa0adc/Jordan-Graham",7110
"Wolverhampton Wanderers","Premier League","2019-2020","Renat Dadaşov","AZE","",20,5963,5000,6076,310067,260000,315958,"Unverified estimation","https://fbref.com/en/players/06dc2511/Renat-Dadasov",5963
"Wolverhampton Wanderers","Premier League","2019-2020","Bright Enobakhare","NGA","",21,2981,2500,3038,155033,130000,157979,"","https://fbref.com/en/players/dccefdd4/Bright-Enobakhare",2981
"Wolverhampton Wanderers","Premier League","2019-2020","Harry Burgoyne","ENG","",22,2981,2500,3038,155033,130000,157979,"Unverified estimation","https://fbref.com/en/players/710d9ad1/Harry-Burgoyne",2981
"Wolverhampton Wanderers","Premier League","2019-2020","Morgan Gibbs-White","ENG","MF,FW",19,1835,1538,1870,95405,80000,97218,"","https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White",1835
"Wolverhampton Wanderers","Premier League","2019-2020","Max Kilman","ENG","DF",22,1835,1538,1870,95405,80000,97218,"","https://fbref.com/en/players/d0f72bf1/Max-Kilman",1835
"Wolverhampton Wanderers","Premier League","2019-2020","Ming-yang Yang","SUI","",24,1605,1346,1636,83480,70000,85065,"Unverified estimation","https://fbref.com/en/players/3755b9f6/Ming-yang-Yang",1605
"Arsenal","Premier League","2019-2020","Mesut Özil","GER","MF",30,417398,350000,425327,21704678,18200000,22117026,"","https://fbref.com/en/players/16380240/Mesut-Ozil",417398
"Arsenal","Premier League","2019-2020","Pierre-Emerick Aubameyang","GAB","FW",30,298141,250000,303805,15503341,1.3e+07,15797876,"","https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang",298141
"Arsenal","Premier League","2019-2020","Alexandre Lacazette","FRA","FW",28,217184,182115,221310,11293588,9470000,11508145,"","https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette",217184
"Arsenal","Premier League","2019-2020","Héctor Bellerín","ESP","DF,MF",24,131182,110000,133674,6821470,5720000,6951065,"","https://fbref.com/en/players/f874dd44/Hector-Bellerin",131182
"Arsenal","Premier League","2019-2020","David Luiz","BRA","DF",32,120403,100962,122691,6260965,5250000,6379911,"","https://fbref.com/en/players/c0e27d1a/David-Luiz",120403
"Arsenal","Premier League","2019-2020","Bernd Leno","GER","GK",27,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/2628fd2b/Bernd-Leno",119256
"Arsenal","Premier League","2019-2020","Sead Kolašinac","BIH","DF",26,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/3935e52e/Sead-Kolasinac",119256
"Arsenal","Premier League","2019-2020","Nicolas Pépé","CIV","FW",24,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe",119256
"Arsenal","Premier League","2019-2020","Granit Xhaka","SUI","MF",26,119256,1e+05,121522,6201336,5200000,6319150,"","https://fbref.com/en/players/e61b8aee/Granit-Xhaka",119256
"Arsenal","Premier League","2019-2020","Sokratis Papastathopoulos","GRE","DF",31,109624,91923,111707,5700459,4780000,5808757,"","https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos",109624
"Arsenal","Premier League","2019-2020","Gabriel Martinelli","BRA","FW",18,107331,90000,109370,5581203,4680000,5687235,"","https://fbref.com/en/players/48a5a5d6/Gabriel-Martinelli",107331
"Arsenal","Premier League","2019-2020","Shkodran Mustafi","GER","DF",27,107331,90000,109370,5581203,4680000,5687235,"","https://fbref.com/en/players/3f2d59fe/Shkodran-Mustafi",107331
"Arsenal","Premier League","2019-2020","Pablo Marí","ESP","DF",25,101368,85000,103294,5271136,4420000,5371278,"","https://fbref.com/en/players/aa54ec6f/Pablo-Mari",101368
"Arsenal","Premier League","2019-2020","Kieran Tierney","SCO","DF,MF",22,96323,80769,98152,5008772,4200000,5103929,"","https://fbref.com/en/players/fce2302c/Kieran-Tierney",96323
"Arsenal","Premier League","2019-2020","Lucas Torreira","URU","MF",23,89442,75000,91142,4651002,3900000,4739363,"","https://fbref.com/en/players/52611641/Lucas-Torreira",89442
"Arsenal","Premier League","2019-2020","Dani Ceballos","ESP","MF",22,61922,51923,63098,3219925,2700000,3281097,"","https://fbref.com/en/players/c0617e2b/Dani-Ceballos",61922
"Arsenal","Premier League","2019-2020","Calum Chambers","ENG","DF",24,59628,50000,60761,3100668,2600000,3159575,"","https://fbref.com/en/players/dc6f5bdd/Calum-Chambers",59628
"Arsenal","Premier League","2019-2020","Mattéo Guendouzi","FRA","MF",20,47703,40000,48609,2480535,2080000,2527660,"","https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi",47703
"Arsenal","Premier League","2019-2020","Ainsley Maitland-Niles","ENG","DF",21,41740,35000,42533,2170468,1820000,2211703,"","https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles",41740
"Arsenal","Premier League","2019-2020","Rob Holding","ENG","DF",23,29814,25000,30381,1550334,1300000,1579788,"","https://fbref.com/en/players/d79a8c87/Rob-Holding",29814
"Arsenal","Premier League","2019-2020","Emiliano Martínez","ARG","GK",26,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/7956236f/Emiliano-Martinez",23851
"Arsenal","Premier League","2019-2020","Joe Willock","ENG","MF,FW",19,23851,20000,24304,1240267,1040000,1263830,"","https://fbref.com/en/players/a3b03921/Joe-Willock",23851
"Arsenal","Premier League","2019-2020","Eddie Nketiah","ENG","FW",20,17888,15000,18228,930200,780000,947873,"","https://fbref.com/en/players/a53649b7/Eddie-Nketiah",17888
