"Team","Comp","Season","Player","Nation","Pos","Age","WeeklyWageEUR","WeeklyWageGBP","WeeklyWageUSD","AnnualWageEUR","AnnualWageGBP","AnnualWageUSD","Notes","Url","WeeklyWageEUR_num"
"Celta Vigo","La Liga","2017-2018","Francisco Barbosa","ESP","GK",18,962,835,1054,50000,43431,54799,"Unverified estimation","https://fbref.com/en/players/2ae958ab/Francisco-Barbosa",962
"Celta Vigo","La Liga","2017-2018","Dani Gallardo","ESP","",21,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/2629eb10/Dani-Gallardo",385
"Celta Vigo","La Liga","2017-2018","Sergio Arribas","ESP","",21,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/f1ecb8b5/Sergio-Arribas",385
"Celta Vigo","La Liga","2017-2018","Jaime Sierra Mateos","ESP","",19,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/aaa4239e/Jaime-Sierra-Mateos",385
"Celta Vigo","La Liga","2017-2018","Álex Mozo","","",22,385,334,422,20000,17372,21920,"Unverified estimation",NA,385
"Celta Vigo","La Liga","2017-2018","Iván Villar","ESP","GK",20,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/cde52ef5/Ivan-Villar",385
"Celta Vigo","La Liga","2017-2018","Gabri","ESP","",21,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/ff422f76/Gabri",385
"Celta Vigo","La Liga","2017-2018","Jozabed","ESP","MF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/9b337c7c/Jozabed",NA
"Celta Vigo","La Liga","2017-2018","Yahya Al-Shehri","KSA","",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/858a6aab/Yahya-Al-Shehri",NA
"Celta Vigo","La Liga","2017-2018","William De Camargo","","",18,NA,NA,NA,NA,NA,NA,"",NA,NA
"Celta Vigo","La Liga","2017-2018","Javier Eraso","ESP","",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/aec0fb6f/Javier-Eraso",NA
"Celta Vigo","La Liga","2017-2018","Andrew Hjulsager","DEN","DF,MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/2ef16f06/Andrew-Hjulsager",NA
"Celta Vigo","La Liga","2017-2018","Jonny Castro","ESP","DF",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/e28868f3/Jonny-Castro",NA
"Celta Vigo","La Liga","2017-2018","Omar Ramos","ESP","",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/0657888a/Omar-Ramos",NA
"Celta Vigo","La Liga","2017-2018","Leonardo Rocha","POR","",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/b592d545/Leonardo-Rocha",NA
"Celta Vigo","La Liga","2017-2018","Mamadou Koné","CIV","",25,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/85b9dca0/Mamadou-Kone",NA
"Celta Vigo","La Liga","2017-2018","Maxi Gómez","URU","FW",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/4c2e9442/Maxi-Gomez",NA
"Celta Vigo","La Liga","2017-2018","Raúl García","ESP","",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/1a317a1b/Raul-Garcia",NA
"Celta Vigo","La Liga","2017-2018","Erik Morán","ESP","",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/6941883f/Erik-Moran",NA
"Celta Vigo","La Liga","2017-2018","Dimitris Siovas","GRE","",28,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/92d38e6c/Dimitris-Siovas",NA
"Alaves","La Liga","2017-2018","John Guidetti","SWE","FW",25,27308,23720,29929,1420000,1233447,1556289,"Unverified estimation","https://fbref.com/en/players/99bebd12/John-Guidetti",27308
"Alaves","La Liga","2017-2018","Daniel Torres","COL","MF",27,23846,20713,26135,1240000,1077095,1359013,"Unverified estimation","https://fbref.com/en/players/87882adc/Daniel-Torres",23846
"Alaves","La Liga","2017-2018","Tomás Pina Isla","ESP","MF",29,22115,19210,24238,1150000,998918,1260375,"Unverified estimation","https://fbref.com/en/players/e54bd0a2/Tomas-Pina-Isla",22115
"Alaves","La Liga","2017-2018","Hernán Pérez","PAR","MF",28,22115,19210,24238,1150000,998918,1260375,"Unverified estimation","https://fbref.com/en/players/e1cea3f7/Hernan-Perez",22115
"Alaves","La Liga","2017-2018","Ibai Gómez","ESP","MF,FW",27,17308,15034,18969,9e+05,781762,986380,"Unverified estimation","https://fbref.com/en/players/9d2a3d5f/Ibai-Gomez",17308
"Alaves","La Liga","2017-2018","Alexis","ESP","DF",31,16923,14700,18547,880000,764390,964461,"Unverified estimation","https://fbref.com/en/players/db0cd1ae/Alexis",16923
"Alaves","La Liga","2017-2018","Álvaro Medrán","ESP","MF",23,15962,13865,17494,830000,720958,909662,"Unverified estimation","https://fbref.com/en/players/31223bcf/Alvaro-Medran",15962
"Alaves","La Liga","2017-2018","Alfonso Pedraza","ESP","MF,DF",21,15385,13363,16861,8e+05,694900,876783,"Unverified estimation","https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza",15385
"Alaves","La Liga","2017-2018","Fernando Pacheco","ESP","GK",25,13846,12027,15175,720000,625410,789104,"Unverified estimation","https://fbref.com/en/players/97852360/Fernando-Pacheco",13846
"Alaves","La Liga","2017-2018","Héctor Hernández","ESP","DF",26,13269,11526,14543,690000,599351,756225,"Unverified estimation","https://fbref.com/en/players/76ee80ee/Hector-Hernandez",13269
"Alaves","La Liga","2017-2018","Rodrigo Ely","BRA","DF",23,12500,10858,13700,650000,564606,712386,"Unverified estimation","https://fbref.com/en/players/fd47b4f2/Rodrigo-Ely",12500
"Alaves","La Liga","2017-2018","Burgui","ESP","MF,FW",23,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/45e304c8/Burgui",12308
"Alaves","La Liga","2017-2018","Rubén Sobrino","ESP","FW,MF",25,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/19b776e9/Ruben-Sobrino",12308
"Alaves","La Liga","2017-2018","Wakaso","GHA","MF",27,11731,10190,12857,610000,529861,668547,"Unverified estimation","https://fbref.com/en/players/999908af/Wakaso",11731
"Alaves","La Liga","2017-2018","Rubén Duarte","ESP","DF",21,11538,10023,12646,6e+05,521175,657587,"Unverified estimation","https://fbref.com/en/players/1fe0492d/Ruben-Duarte",11538
"Alaves","La Liga","2017-2018","Manu García","ESP","MF",31,10385,9020,11381,540000,469057,591828,"Unverified estimation","https://fbref.com/en/players/05a4465d/Manu-Garcia",10385
"Alaves","La Liga","2017-2018","Carlos Vigaray","ESP","DF",22,10192,8853,11171,530000,460371,580868,"Unverified estimation","https://fbref.com/en/players/f69d934e/Carlos-Vigaray",10192
"Alaves","La Liga","2017-2018","Víctor Laguardia","ESP","DF",27,10192,8853,11171,530000,460371,580868,"Unverified estimation","https://fbref.com/en/players/b7c99b9b/Victor-Laguardia",10192
"Alaves","La Liga","2017-2018","Christian Santos","VEN","FW",29,10000,8686,10960,520000,451685,569909,"Unverified estimation","https://fbref.com/en/players/4efd29bb/Christian-Santos",10000
"Alaves","La Liga","2017-2018","Guillermo Maripán","CHI","DF",23,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/d9764034/Guillermo-Maripan",8462
"Alaves","La Liga","2017-2018","Antonio Sivera","ESP","GK",20,5577,4844,6112,290000,251901,317834,"Unverified estimation","https://fbref.com/en/players/9970da54/Antonio-Sivera",5577
"Alaves","La Liga","2017-2018","Ermedin Demirović","BIH","FW",19,1538,1336,1686,80000,69490,87678,"Unverified estimation","https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic",1538
"Alaves","La Liga","2017-2018","Adrián Diéguez","ESP","DF",21,769,668,843,40000,34745,43839,"Unverified estimation","https://fbref.com/en/players/70438d35/Adrian-Dieguez",769
"Alaves","La Liga","2017-2018","Víctor López","ESP","MF",20,577,501,632,30000,26059,32879,"Unverified estimation","https://fbref.com/en/players/a68856b5/Victor-Lopez",577
"Alaves","La Liga","2017-2018","Ioritz Landeta","ESP","GK",21,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/f553e957/Ioritz-Landeta",385
"Alaves","La Liga","2017-2018","Aritz Castro","ESP","GK",19,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/0b006b08/Aritz-Castro",385
"Alaves","La Liga","2017-2018","Martin Agirregabiria","ESP","DF",21,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/355c883a/Martin-Agirregabiria",NA
"Alaves","La Liga","2017-2018","Munir El Haddadi","MAR","FW",21,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/8696bc90/Munir-El-Haddadi",NA
"Alaves","La Liga","2017-2018","Óscar Romero","PAR","MF,FW",25,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/4bc5f2b4/Oscar-Romero",NA
"Alaves","La Liga","2017-2018","Enzo Zidane","ESP","MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/4cafb146/Enzo-Zidane",NA
"Alaves","La Liga","2017-2018","Einar Galilea","ESP","DF",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/327d75f2/Einar-Galilea",NA
"Alaves","La Liga","2017-2018","Bojan Krkić","ESP","FW,MF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/9fa0a0b8/Bojan-Krkic",NA
"Alaves","La Liga","2017-2018","Aleksandar Katai","SRB","MF,DF",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/d5127c3f/Aleksandar-Katai",NA
"Levante","La Liga","2017-2018","Koke Vegas","ESP","GK",21,227885,197946,249757,11850000,10293202,12987342,"Unverified estimation","https://fbref.com/en/players/bfb15d99/Koke-Vegas",227885
"Levante","La Liga","2017-2018","Giampaolo Pazzini","ITA","FW",32,70577,61305,77351,3670000,3187852,4022240,"Unverified estimation","https://fbref.com/en/players/6ca663b4/Giampaolo-Pazzini",70577
"Levante","La Liga","2017-2018","Coke","ESP","DF",30,47692,41427,52270,2480000,2154189,2718026,"Unverified estimation","https://fbref.com/en/players/6d8f8441/Coke",47692
"Levante","La Liga","2017-2018","Rubén Rochina","ESP","MF,DF",26,30769,26727,33722,1600000,1389799,1753565,"Unverified estimation","https://fbref.com/en/players/ecd8c01e/Ruben-Rochina",30769
"Levante","La Liga","2017-2018","José Luis Morales","ESP","MF,FW",30,23077,20045,25292,1200000,1042350,1315174,"Unverified estimation","https://fbref.com/en/players/4a478107/Jose-Luis-Morales",23077
"Levante","La Liga","2017-2018","Fahad Al Muwallad","KSA","MF",22,20577,17874,22552,1070000,929428,1172697,"Unverified estimation","https://fbref.com/en/players/23f32ea1/Fahad-Al-Muwallad",20577
"Levante","La Liga","2017-2018","Enes Ünal","TUR","FW",20,18654,16203,20444,970000,842566,1063099,"Unverified estimation","https://fbref.com/en/players/f8eca1b6/Enes-Unal",18654
"Levante","La Liga","2017-2018","Antonio Luna","ESP","DF",26,13269,11526,14543,690000,599351,756225,"Unverified estimation","https://fbref.com/en/players/ed239245/Antonio-Luna",13269
"Levante","La Liga","2017-2018","Mitchell Langerak","AUS","GK",28,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/d2a184cc/Mitchell-Langerak",12308
"Levante","La Liga","2017-2018","Jefferson Lerma","COL","MF",22,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma",12308
"Levante","La Liga","2017-2018","Enis Bardhi","MKD","MF",22,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/cac2537b/Enis-Bardhi",12308
"Levante","La Liga","2017-2018","Ivi","ESP","MF,FW",23,11385,9546,11602,592000,496397,603314,"Unverified estimation","https://fbref.com/en/players/d2fa73e7/Ivi",11385
"Levante","La Liga","2017-2018","José Campaña","ESP","MF",24,11346,9856,12435,590000,512489,646627,"Unverified estimation","https://fbref.com/en/players/61220da2/Jose-Campana",11346
"Levante","La Liga","2017-2018","Emmanuel Boateng","GHA","FW",21,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng",9423
"Levante","La Liga","2017-2018","Chema","ESP","DF",25,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/7f203b54/Chema",9423
"Levante","La Liga","2017-2018","Cheick Doukouré","CIV","MF",24,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/e208bcc8/Cheick-Doukoure",9423
"Levante","La Liga","2017-2018","Armando Sadiku","ALB","FW",26,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/8b6d1830/Armando-Sadiku",9423
"Levante","La Liga","2017-2018","Toño","ESP","DF",27,9423,8185,10327,490000,425626,537029,"Unverified estimation","https://fbref.com/en/players/d4ef9ac5/Tono",9423
"Levante","La Liga","2017-2018","Saša Lukić","SRB","MF",20,8846,7684,9695,460000,399567,504150,"Unverified estimation","https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic",8846
"Levante","La Liga","2017-2018","Raúl Fernández","ESP","GK",29,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/6fb59070/Raul-Fernandez",8462
"Levante","La Liga","2017-2018","Pedro López Muñoz","ESP","DF",33,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/a60823a4/Pedro-Lopez-Munoz",8462
"Levante","La Liga","2017-2018","Sergio Postigo","ESP","DF",28,8462,7350,9274,440000,382195,482230,"Unverified estimation","https://fbref.com/en/players/474ecac8/Sergio-Postigo",8462
"Levante","La Liga","2017-2018","Jason","ESP","FW,MF",23,7692,6682,8431,4e+05,347450,438391,"Unverified estimation","https://fbref.com/en/players/9038c2a1/Jason",7692
"Levante","La Liga","2017-2018","Erick Cabaco","URU","DF",22,6923,6014,7588,360000,312705,394552,"Unverified estimation","https://fbref.com/en/players/e7ab4179/Erick-Cabaco",6923
"Levante","La Liga","2017-2018","Shaquell Moore","USA","DF",20,2308,2005,2529,120000,104235,131517,"Unverified estimation","https://fbref.com/en/players/3b9f859b/Shaquell-Moore",2308
"Levante","La Liga","2017-2018","Hacen","MTN","FW,MF",19,1346,1169,1475,70000,60804,76718,"Unverified estimation","https://fbref.com/en/players/7c689c48/Hacen",1346
"Levante","La Liga","2017-2018","Iván Villar","ESP","GK",20,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/cde52ef5/Ivan-Villar",385
"Levante","La Liga","2017-2018","Youssouf Yalike","CIV","MF",18,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/7f86cc84/Youssouf-Yalike",NA
"Levante","La Liga","2017-2018","Verza","ESP","MF",30,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/f972b073/Verza",NA
"Levante","La Liga","2017-2018","Samu García","ESP","FW,MF",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/5f7db81a/Samu-Garcia",NA
"Levante","La Liga","2017-2018","Álex Alegría","ESP","FW",24,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/46166b49/Alex-Alegria",NA
"Levante","La Liga","2017-2018","Roger Martí","ESP","FW",26,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/0ae4e09a/Roger-Marti",NA
"Levante","La Liga","2017-2018","Rober","ESP","DF,MF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/c00097d2/Rober",NA
"Levante","La Liga","2017-2018","Oier Olazábal","ESP","GK",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/b5bdf144/Oier-Olazabal",NA
"Levante","La Liga","2017-2018","Nano","ESP","FW",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/217011a0/Nano",NA
"Levante","La Liga","2017-2018","Iván López","ESP","DF",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/576575e5/Ivan-Lopez",NA
"Levante","La Liga","2017-2018","Aly Abeid","MTN","DF",19,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/bbe88396/Aly-Abeid",NA
"Athletic Club","La Liga","2017-2018","Raúl García","ESP","MF,FW",31,110000,95549,120558,5720000,4968533,6268995,"Unverified estimation","https://fbref.com/en/players/b418dbd4/Raul-Garcia",110000
"Athletic Club","La Liga","2017-2018","Iñaki Williams","GHA","FW,MF",23,65192,56628,71449,3390000,2944637,3715366,"Unverified estimation","https://fbref.com/en/players/6a99e0b1/Inaki-Williams",65192
"Athletic Club","La Liga","2017-2018","Iñigo Martínez","ESP","DF",26,45769,39756,50162,2380000,2067327,2608428,"Unverified estimation","https://fbref.com/en/players/3fc45c73/Inigo-Martinez",45769
"Athletic Club","La Liga","2017-2018","Óscar de Marcos","ESP","DF,FW",28,45385,39422,49741,2360000,2049954,2586509,"Unverified estimation","https://fbref.com/en/players/9f323c71/Oscar-de-Marcos",45385
"Athletic Club","La Liga","2017-2018","Iker Muniain","ESP","MF,FW",24,41731,36248,45736,2170000,1884915,2378273,"Unverified estimation","https://fbref.com/en/players/c05dfb74/Iker-Muniain",41731
"Athletic Club","La Liga","2017-2018","Markel Susaeta","ESP","FW,MF",29,40000,34745,43839,2080000,1806739,2279635,"Unverified estimation","https://fbref.com/en/players/6fd1ba62/Markel-Susaeta",40000
"Athletic Club","La Liga","2017-2018","Ander Iturraspe","ESP","MF",28,37885,32908,41521,1970000,1711190,2159077,"Unverified estimation","https://fbref.com/en/players/6dce77a5/Ander-Iturraspe",37885
"Athletic Club","La Liga","2017-2018","Aritz Aduriz","ESP","FW",36,30385,26393,33301,1580000,1372427,1731646,"Unverified estimation","https://fbref.com/en/players/293211e1/Aritz-Aduriz",30385
"Athletic Club","La Liga","2017-2018","Mikel Balenziaga","ESP","DF",29,22500,19544,24660,1170000,1016291,1282294,"Unverified estimation","https://fbref.com/en/players/1fe67e86/Mikel-Balenziaga",22500
"Athletic Club","La Liga","2017-2018","Unai Núñez","ESP","DF",20,21538,18709,23606,1120000,972860,1227496,"Unverified estimation","https://fbref.com/en/players/be170419/Unai-Nunez",21538
"Athletic Club","La Liga","2017-2018","Mikel Vesga","ESP","MF",24,19615,17038,21498,1020000,885997,1117898,"Unverified estimation","https://fbref.com/en/players/b0fce72c/Mikel-Vesga",19615
"Athletic Club","La Liga","2017-2018","Mikel San José","ESP","MF",28,19038,16537,20866,990000,859938,1085018,"Unverified estimation","https://fbref.com/en/players/003a5c72/Mikel-San-Jose",19038
"Athletic Club","La Liga","2017-2018","Iñigo Lekue","ESP","DF,FW",24,16731,14533,18337,870000,755703,953501,"Unverified estimation","https://fbref.com/en/players/59b7d823/Inigo-Lekue",16731
"Athletic Club","La Liga","2017-2018","Sabin Merino","ESP","FW,MF",25,15962,13865,17494,830000,720958,909662,"Unverified estimation","https://fbref.com/en/players/1d5f96d9/Sabin-Merino",15962
"Athletic Club","La Liga","2017-2018","Mikel Rico","ESP","MF",32,15385,13363,16861,8e+05,694900,876783,"Unverified estimation","https://fbref.com/en/players/def69cd0/Mikel-Rico",15385
"Athletic Club","La Liga","2017-2018","Eneko Bóveda","ESP","DF",28,14615,12695,16018,760000,660155,832943,"Unverified estimation","https://fbref.com/en/players/1771f2c1/Eneko-Boveda",14615
"Athletic Club","La Liga","2017-2018","Enrique Sola","ESP","FW",31,14423,12528,15807,750000,651468,821984,"Unverified estimation","https://fbref.com/en/players/bef2e50e/Enrique-Sola",14423
"Athletic Club","La Liga","2017-2018","Iñigo Córdoba","ESP","FW",20,13654,11860,14964,710000,616723,778145,"Unverified estimation","https://fbref.com/en/players/49ea92be/Inigo-Cordoba",13654
"Athletic Club","La Liga","2017-2018","Ager Aketxe","ESP","MF",23,13269,11526,14543,690000,599351,756225,"Unverified estimation","https://fbref.com/en/players/c5eaff5c/Ager-Aketxe",13269
"Athletic Club","La Liga","2017-2018","Enric Saborit","ESP","DF",25,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/eb5bc3eb/Enric-Saborit",12308
"Athletic Club","La Liga","2017-2018","Iago Herrerín","ESP","GK",29,12308,10691,13489,640000,555920,701426,"Unverified estimation","https://fbref.com/en/players/9109185e/Iago-Herrerin",12308
"Athletic Club","La Liga","2017-2018","Óscar Gil","ESP","DF",22,3846,3341,4215,2e+05,173725,219196,"Unverified estimation","https://fbref.com/en/players/8ee275b6/Oscar-Gil",3846
"Athletic Club","La Liga","2017-2018","Andoni López","ESP","DF",21,1154,1002,1265,60000,52117,65759,"Unverified estimation","https://fbref.com/en/players/fc8cb238/Andoni-Lopez",1154
"Athletic Club","La Liga","2017-2018","Peru Nolaskoain","ESP","DF,MF",18,962,835,1054,50000,43431,54799,"Unverified estimation","https://fbref.com/en/players/857cb4f3/Peru-Nolaskoain",962
"Athletic Club","La Liga","2017-2018","Daniel Vivian","ESP","DF",18,769,668,843,40000,34745,43839,"Unverified estimation","https://fbref.com/en/players/ab7bf91d/Daniel-Vivian",769
"Athletic Club","La Liga","2017-2018","Unai Simón","ESP","GK",20,769,668,843,40000,34745,43839,"Unverified estimation","https://fbref.com/en/players/5dcf3e90/Unai-Simon",769
"Athletic Club","La Liga","2017-2018","Víctor San Bartolomé","ESP","MF",17,385,334,422,20000,17372,21920,"Unverified estimation","https://fbref.com/en/players/8af42784/Victor-San-Bartolome",385
"Athletic Club","La Liga","2017-2018","Yeray Álvarez","ESP","DF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez",NA
"Athletic Club","La Liga","2017-2018","Xabier Etxeita","ESP","DF",29,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/4a895384/Xabier-Etxeita",NA
"Athletic Club","La Liga","2017-2018","Kepa Arrizabalaga","ESP","GK",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga",NA
"Athletic Club","La Liga","2017-2018","Iñigo Muñoz","ESP","MF",20,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/c312f6be/Inigo-Munoz",NA
"Athletic Club","La Liga","2017-2018","Beñat Etxebarria","ESP","MF",30,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/b037bd4f/Benat-Etxebarria",NA
"Athletic Club","La Liga","2017-2018","Aymeric Laporte","ESP","DF",23,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/119b9a8e/Aymeric-Laporte",NA
"Deportivo La Coruna","La Liga","2017-2018","Juanfran","ESP","DF",28,98462,85526,107912,5120000,4447358,5611408,"Unverified estimation","https://fbref.com/en/players/9ba48d64/Juanfran",98462
"Deportivo La Coruna","La Liga","2017-2018","Florin Andone","ROU","FW",24,38846,33743,42575,2020000,1754622,2213876,"Unverified estimation","https://fbref.com/en/players/dc008610/Florin-Andone",38846
"Deportivo La Coruna","La Liga","2017-2018","Carles Gil","ESP","FW,MF",24,31154,27061,34144,1620000,1407172,1775485,"Unverified estimation","https://fbref.com/en/players/11c30a46/Carles-Gil",31154
"Deportivo La Coruna","La Liga","2017-2018","Pedro Mosquera","ESP","MF",29,28846,25056,31615,1500000,1302937,1643967,"Unverified estimation","https://fbref.com/en/players/c5fa58ea/Pedro-Mosquera",28846
"Deportivo La Coruna","La Liga","2017-2018","Zakaria Bakkali","BEL","FW,MF",21,25192,21883,27610,1310000,1137898,1435731,"Unverified estimation","https://fbref.com/en/players/ec3efd7f/Zakaria-Bakkali",25192
"Deportivo La Coruna","La Liga","2017-2018","Celso Borges","CRC","MF",29,25192,21883,27610,1310000,1137898,1435731,"Unverified estimation","https://fbref.com/en/players/b8836910/Celso-Borges",25192
"Deportivo La Coruna","La Liga","2017-2018","Michael Krohn-Dehli","DEN","MF",34,23462,20379,25713,1220000,1059722,1337093,"Unverified estimation","https://fbref.com/en/players/1c8dc17d/Michael-Krohn-Dehli",23462
"Deportivo La Coruna","La Liga","2017-2018","Guilherme","BRA","MF",26,23462,20379,25713,1220000,1059722,1337093,"Unverified estimation","https://fbref.com/en/players/8754c7ca/Guilherme",23462
"Deportivo La Coruna","La Liga","2017-2018","Raúl Albentosa","ESP","DF",28,15192,13196,16650,790000,686213,865823,"Unverified estimation","https://fbref.com/en/players/348e4809/Raul-Albentosa",15192
"Deportivo La Coruna","La Liga","2017-2018","Eneko Bóveda","ESP","DF",28,14615,12695,16018,760000,660155,832943,"Unverified estimation","https://fbref.com/en/players/1771f2c1/Eneko-Boveda",14615
"Deportivo La Coruna","La Liga","2017-2018","Fabian Schär","SUI","DF",25,13846,12027,15175,720000,625410,789104,"Unverified estimation","https://fbref.com/en/players/c8aa95da/Fabian-Schar",13846
"Deportivo La Coruna","La Liga","2017-2018","Luisinho","POR","DF",32,13462,11693,14754,7e+05,608037,767185,"Unverified estimation","https://fbref.com/en/players/a7f00c8c/Luisinho",13462
"Deportivo La Coruna","La Liga","2017-2018","Borja Valle","ESP","FW,MF",25,11346,9856,12435,590000,512489,646627,"Unverified estimation","https://fbref.com/en/players/3a6a49f7/Borja-Valle",11346
"Deportivo La Coruna","La Liga","2017-2018","Fernando Navarro","ESP","DF",35,9038,7851,9906,470000,408254,515110,"Unverified estimation","https://fbref.com/en/players/5a3f6fae/Fernando-Navarro",9038
"Deportivo La Coruna","La Liga","2017-2018","Gerard Valentín","ESP","DF,FW",24,8846,7684,9695,460000,399567,504150,"Unverified estimation","https://fbref.com/en/players/9d4c3227/Gerard-Valentin",8846
"Deportivo La Coruna","La Liga","2017-2018","Przemysław Tytoń","POL","GK",30,8846,7684,9695,460000,399567,504150,"Unverified estimation","https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton",8846
"Deportivo La Coruna","La Liga","2017-2018","Federico Valverde","URU","MF,FW",19,6731,5847,7377,350000,304019,383592,"Unverified estimation","https://fbref.com/en/players/0959c2a2/Federico-Valverde",6731
"Deportivo La Coruna","La Liga","2017-2018","Edu Expósito","ESP","MF,FW",20,2885,2506,3161,150000,130294,164397,"Unverified estimation","https://fbref.com/en/players/283c7121/Edu-Exposito",2885
"Deportivo La Coruna","La Liga","2017-2018","Pinchi","ESP","FW,MF",21,2500,2172,2740,130000,112921,142477,"Unverified estimation","https://fbref.com/en/players/53bf02db/Pinchi",2500
"Deportivo La Coruna","La Liga","2017-2018","Quique Fornos","ESP","DF",20,1538,1336,1686,80000,69490,87678,"Unverified estimation","https://fbref.com/en/players/29d06a49/Quique-Fornos",1538
"Deportivo La Coruna","La Liga","2017-2018","Francis Uzoho","NGA","GK",18,1346,1169,1475,70000,60804,76718,"Unverified estimation","https://fbref.com/en/players/cfd68aa7/Francis-Uzoho",1346
"Deportivo La Coruna","La Liga","2017-2018","Mujaid Sadick","ESP","DF",17,769,668,843,40000,34745,43839,"Unverified estimation","https://fbref.com/en/players/21164a21/Mujaid-Sadick",769
"Deportivo La Coruna","La Liga","2017-2018","Steve Aldo One","CMR","DF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/a8599c17/Steve-Aldo-One",NA
"Deportivo La Coruna","La Liga","2017-2018","Sulley Muntari","GHA","MF",32,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/e185aa52/Sulley-Muntari",NA
"Deportivo La Coruna","La Liga","2017-2018","Sidnei","BRA","DF",27,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/b14d0c5d/Sidnei",NA
"Deportivo La Coruna","La Liga","2017-2018","Saúl García","ESP","DF",22,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/dafa5038/Saul-Garcia",NA
"Deportivo La Coruna","La Liga","2017-2018","Rubén","ESP","GK",33,NA,NA,NA,NA,NA,NA,"","https://fbref.com/en/players/24279b8b/Ruben",NA
